comparable_boundary_group_id	mapping_method	mapping_status	group_n_species	group_species_coverage	group_msa_column	run_id	species_id	scientific_name	protein_id	transcript_id	boundary_id	left_exon_id	right_exon_id	exon_transition	native_protein_position	msa_column	msa_mapping_status	nearest_domain_instance_id	nearest_domain_accession	nearest_domain_label	nearest_edge	nearest_edge_position	signed_distance	absolute_distance	boundary_class	domain_annotation_available	mapping_confidence	review_reason
CBG15	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	159	example	sus_scrofa	Sus scrofa	XP_084849197.1	XM_084993071.1	XP_084849197.1:E1_E2	XP_084849197.1:exon1	XP_084849197.1:exon2	E1 → E2	56	159	mapped	IPR007110:64-128	IPR007110	Ig1	start	64	-8	8	outside_annotated_domains	True	0.733	
CBG15	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	159	example	equus_caballus	Equus caballus	XP_014588430.1	XM_014732944.3	XP_014588430.1:E2_E3	XP_014588430.1:exon2	XP_014588430.1:exon3	E2 → E3	106	159	mapped	IPR007110:114-178	IPR007110	Ig1	start	114	-8	8	outside_annotated_domains	True	0.733	
CBG15	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	159	example	ovis_aries	Ovis aries	XP_060260490.1	XM_060404507.1	XP_060260490.1:E1_E2	XP_060260490.1:exon1	XP_060260490.1:exon2	E1 → E2	56	159	mapped	IPR007110:64-128	IPR007110	Ig1	start	64	-8	8	outside_annotated_domains	True	0.733	
CBG15	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	159	example	monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XM_056803264.1	XP_056659242.1:E1_E2	XP_056659242.1:exon1	XP_056659242.1:exon2	E1 → E2	56	159	mapped	IPR013098:65-142	IPR013098	Ig1	start	65	-9	9	outside_annotated_domains	True	0.733	
CBG15	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	159	example	ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XM_029080811.2	XP_028936644.1:E1_E2	XP_028936644.1:exon1	XP_028936644.1:exon2	E1 → E2	56	159	mapped	IPR013151:69-137	IPR013151	Ig1	start	69	-13	13	outside_annotated_domains	True	0.733	
CBG15	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	159	example	gallus_gallus	Gallus gallus	NP_990650.2	NM_205319.4	NP_990650.2:E1_E2	NP_990650.2:exon1	NP_990650.2:exon2	E1 → E2	59	159	mapped	IPR007110:67-131	IPR007110	Ig1	start	67	-8	8	outside_annotated_domains	True	0.733	
CBG15	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	159	example	taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	XM_072931308.1	XP_072787409.1:E2_E3	XP_072787409.1:exon2	XP_072787409.1:exon3	E2 → E3	107	159	mapped	IPR007110:115-179	IPR007110	Ig1	start	115	-8	8	outside_annotated_domains	True	0.733	
CBG15	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	159	example	anolis_carolinensis	Anolis carolinensis	XP_062832081.1	XM_062976011.1	XP_062832081.1:E2_E3	XP_062832081.1:exon2	XP_062832081.1:exon3	E2 → E3	94	159	mapped	IPR007110:102-166	IPR007110	Ig1	start	102	-8	8	outside_annotated_domains	True	0.733	
CBG15	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	159	example	alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	XM_006266126.4	XP_006266188.1:E1_E2	XP_006266188.1:exon1	XP_006266188.1:exon2	E1 → E2	59	159	mapped	IPR007110:67-131	IPR007110	Ig1	start	67	-8	8	outside_annotated_domains	True	0.733	
CBG15	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	159	example	chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	XM_065552341.1	XP_065408413.1:E1_E2	XP_065408413.1:exon1	XP_065408413.1:exon2	E1 → E2	59	159	mapped	IPR007110:67-129	IPR007110	Ig1	start	67	-8	8	outside_annotated_domains	True	0.733	
CBG15	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	159	example	ambystoma_mexicanum	Ambystoma mexicanum	XP_069468056.1	XM_069611955.1	XP_069468056.1:E1_E2	XP_069468056.1:exon1	XP_069468056.1:exon2	E1 → E2	56	159	mapped	IPR007110:58-144	IPR007110	Ig1	start	58	-2	2	near_domain_edge	True	0.733	
CBG15	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	159	example	danio_rerio	Danio rerio	XP_068081038.1	XM_068224937.2	XP_068081038.1:E1_E2	XP_068081038.1:exon1	XP_068081038.1:exon2	E1 → E2	61	159	mapped	IPR013098:75-137	IPR013098	Ig1	start	75	-14	14	outside_annotated_domains	True	0.733	
CBG15	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	159	example	oryzias_latipes	Oryzias latipes	XP_078787744.1	XM_078931618.1	XP_078787744.1:E1_E2	XP_078787744.1:exon1	XP_078787744.1:exon2	E1 → E2	57	159	mapped	IPR007110:67-128	IPR007110	Ig1	start	67	-10	10	outside_annotated_domains	True	0.733	
CBG15	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	159	example	oreochromis_niloticus	Oreochromis niloticus	ENSONIP00000063320	ENSONIT00000047381	ENSONIP00000063320:E1_E2	ENSONIP00000063320:exon1	ENSONIP00000063320:exon2	E1 → E2	39	159	mapped	IPR007110:49-110	IPR007110	Ig1	start	49	-10	10	outside_annotated_domains	True	0.733	
CBG16	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	356	example	pan_troglodytes	Pan troglodytes	XP_054516514.1	XM_054660539.2	XP_054516514.1:E2_E3	XP_054516514.1:exon2	XP_054516514.1:exon3	E2 → E3	145	356	mapped	IPR007110:64-129	IPR007110	Ig1	end	129	16	16	outside_annotated_domains	True	0.733	
CBG16	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	356	example	pongo_abelii	Pongo abelii	XP_024108704.1	XM_024252936	XP_024108704.1:E2_E3	XP_024108704.1:exon2	XP_024108704.1:exon3	E2 → E3	145	356	mapped	IPR007110:64-129	IPR007110	Ig1	end	129	16	16	outside_annotated_domains	True	0.733	
CBG16	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	356	example	macaca_mulatta	Macaca mulatta	XP_077803775.1	XM_077947649.1	XP_077803775.1:E2_E3	XP_077803775.1:exon2	XP_077803775.1:exon3	E2 → E3	145	356	mapped	IPR007110:64-129	IPR007110	Ig1	end	129	16	16	outside_annotated_domains	True	0.733	
CBG16	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	356	example	callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XM_078346639.1	XP_078202765.1:E2_E3	XP_078202765.1:exon2	XP_078202765.1:exon3	E2 → E3	145	356	mapped	IPR007110:64-129	IPR007110	Ig1	end	129	16	16	outside_annotated_domains	True	0.733	
CBG16	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	356	example	rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XM_063281079.1	XP_063137149.1:E2_E3	XP_063137149.1:exon2	XP_063137149.1:exon3	E2 → E3	145	356	mapped	IPR007110:64-128	IPR007110	Ig1	end	128	17	17	outside_annotated_domains	True	0.733	
CBG16	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	356	example	oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XM_070056995.1	XP_069913096.1:E2_E3	XP_069913096.1:exon2	XP_069913096.1:exon3	E2 → E3	145	356	mapped	IPR007110:64-128	IPR007110	Ig1	end	128	17	17	outside_annotated_domains	True	0.733	
CBG16	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	356	example	felis_catus	Felis catus	XP_044896695.1	XM_045040760.1	XP_044896695.1:E2_E3	XP_044896695.1:exon2	XP_044896695.1:exon3	E2 → E3	146	356	mapped	IPR007110:65-129	IPR007110	Ig1	end	129	17	17	outside_annotated_domains	True	0.733	
CBG16	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	356	example	bos_taurus	Bos taurus	XP_059737724.1	XM_059881741.1	XP_059737724.1:E2_E3	XP_059737724.1:exon2	XP_059737724.1:exon3	E2 → E3	145	356	mapped	IPR007110:64-128	IPR007110	Ig1	end	128	17	17	outside_annotated_domains	True	0.733	
CBG16	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	356	example	sus_scrofa	Sus scrofa	XP_084849197.1	XM_084993071.1	XP_084849197.1:E2_E3	XP_084849197.1:exon2	XP_084849197.1:exon3	E2 → E3	145	356	mapped	IPR007110:64-128	IPR007110	Ig1	end	128	17	17	outside_annotated_domains	True	0.733	
CBG16	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	356	example	equus_caballus	Equus caballus	XP_014588430.1	XM_014732944.3	XP_014588430.1:E3_E4	XP_014588430.1:exon3	XP_014588430.1:exon4	E3 → E4	195	356	mapped	IPR007110:114-178	IPR007110	Ig1	end	178	17	17	outside_annotated_domains	True	0.733	
CBG16	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	356	example	ovis_aries	Ovis aries	XP_060260490.1	XM_060404507.1	XP_060260490.1:E2_E3	XP_060260490.1:exon2	XP_060260490.1:exon3	E2 → E3	145	356	mapped	IPR007110:64-128	IPR007110	Ig1	end	128	17	17	outside_annotated_domains	True	0.733	
CBG16	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	356	example	monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XM_056803264.1	XP_056659242.1:E2_E3	XP_056659242.1:exon2	XP_056659242.1:exon3	E2 → E3	145	356	mapped	IPR013098:65-142	IPR013098	Ig1	end	142	3	3	near_domain_edge	True	0.733	
CBG16	msa_aligned_position	supported_comparable	22	alligator_mississippiensis,ambystoma_mexicanum,anolis_carolinensis,bos_taurus,callithrix_jacchus,chrysemys_picta_bellii,danio_rerio,equus_caballus,felis_catus,gallus_gallus,macaca_mulatta,monodelphis_domestica,oreochromis_niloticus,ornithorhynchus_anatinus,oryctolagus_cuniculus,oryzias_latipes,ovis_aries,pan_troglodytes,pongo_abelii,rattus_norvegicus,sus_scrofa,taeniopygia_guttata	356	example	ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	XM_029080811.2	XP_028936644.1:E2_E3	XP_028936644.1:exon2	XP_028936644.1:exon3	E2 → E3	145	356	mapped	IPR013151:69-137	IPR013151	Ig1	end	137	8	8	outside_annotated_domains	True	0.733	
