comparable_boundary_group_id	mapping_method	mapping_status	mapping_confidence	msa_column	species_id	scientific_name	taxonomic_group	protein_id	transcript_id	boundary_id	exon_transition	native_position	nearest_domain_instance_id	nearest_domain_accession	nearest_domain_label	nearest_domain_start	nearest_domain_end	nearest_edge	nearest_edge_position	signed_distance	absolute_distance	boundary_class	domain_annotation_available
CBG9	msa_aligned_position	supported_comparable	1	364	homo_sapiens	Homo Sapiens	Other mammals	NP_001317366.1	NM_001330437.2	NP_001317366.1:cds9_end	E9 → E10	364	IPR000242:246-527	IPR000242	PTP cat	246	527	start	246	118	118	inside_domain	true
CBG9	msa_aligned_position	supported_comparable	1	364	mus_musculus	Mus Musculus	Other mammals	NP_035332.1	NM_011202.3	NP_035332.1:cds9_end	E9 → E10	364	IPR000242:246-527	IPR000242	PTP cat	246	527	start	246	118	118	inside_domain	true
CBG9	msa_aligned_position	supported_comparable	1	364	rattus_norvegicus	Rattus Norvegicus	Other mammals	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds9_end	E9 → E10	364	IPR000242:246-527	IPR000242	PTP cat	246	527	start	246	118	118	inside_domain	true
CBG10	msa_aligned_position	supported_comparable	1	408	homo_sapiens	Homo Sapiens	Other mammals	NP_001317366.1	NM_001330437.2	NP_001317366.1:cds10_end	E10 → E11	408	IPR000242:246-527	IPR000242	PTP cat	246	527	end	527	-119	119	inside_domain	true
CBG10	msa_aligned_position	supported_comparable	1	408	mus_musculus	Mus Musculus	Other mammals	NP_035332.1	NM_011202.3	NP_035332.1:cds10_end	E10 → E11	408	IPR000242:246-527	IPR000242	PTP cat	246	527	end	527	-119	119	inside_domain	true
CBG10	msa_aligned_position	supported_comparable	1	408	rattus_norvegicus	Rattus Norvegicus	Other mammals	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds10_end	E10 → E11	408	IPR000242:246-527	IPR000242	PTP cat	246	527	end	527	-119	119	inside_domain	true
CBG11	msa_aligned_position	supported_comparable	1	464	homo_sapiens	Homo Sapiens	Other mammals	NP_001317366.1	NM_001330437.2	NP_001317366.1:cds11_end	E11 → E12	464	IPR000242:246-527	IPR000242	PTP cat	246	527	end	527	-63	63	inside_domain	true
CBG11	msa_aligned_position	supported_comparable	1	464	mus_musculus	Mus Musculus	Other mammals	NP_035332.1	NM_011202.3	NP_035332.1:cds11_end	E11 → E12	464	IPR000242:246-527	IPR000242	PTP cat	246	527	end	527	-63	63	inside_domain	true
CBG11	msa_aligned_position	supported_comparable	1	464	rattus_norvegicus	Rattus Norvegicus	Other mammals	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds11_end	E11 → E12	464	IPR000242:246-527	IPR000242	PTP cat	246	527	end	527	-63	63	inside_domain	true
CBG12	msa_aligned_position	supported_comparable	1	487	homo_sapiens	Homo Sapiens	Other mammals	NP_001317366.1	NM_001330437.2	NP_001317366.1:cds12_end	E12 → E13	487	IPR000242:246-527	IPR000242	PTP cat	246	527	end	527	-40	40	inside_domain	true
CBG12	msa_aligned_position	supported_comparable	1	487	mus_musculus	Mus Musculus	Other mammals	NP_035332.1	NM_011202.3	NP_035332.1:cds12_end	E12 → E13	487	IPR000242:246-527	IPR000242	PTP cat	246	527	end	527	-40	40	inside_domain	true
CBG12	msa_aligned_position	supported_comparable	1	487	rattus_norvegicus	Rattus Norvegicus	Other mammals	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds12_end	E12 → E13	487	IPR000242:246-527	IPR000242	PTP cat	246	527	end	527	-40	40	inside_domain	true
CBG13	msa_aligned_position	supported_comparable	1	537	homo_sapiens	Homo Sapiens	Other mammals	NP_001317366.1	NM_001330437.2	NP_001317366.1:cds13_end	E13 → E14	537	IPR000242:246-527	IPR000242	PTP cat	246	527	end	527	10	10	outside_annotated_domains	true
CBG13	msa_aligned_position	supported_comparable	1	537	mus_musculus	Mus Musculus	Other mammals	NP_035332.1	NM_011202.3	NP_035332.1:cds13_end	E13 → E14	537	IPR000242:246-527	IPR000242	PTP cat	246	527	end	527	10	10	outside_annotated_domains	true
CBG13	msa_aligned_position	supported_comparable	1	537	rattus_norvegicus	Rattus Norvegicus	Other mammals	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds13_end	E13 → E14	537	IPR000242:246-527	IPR000242	PTP cat	246	527	end	527	10	10	outside_annotated_domains	true
CBG14	msa_aligned_position	supported_comparable	1	575	homo_sapiens	Homo Sapiens	Other mammals	NP_001317366.1	NM_001330437.2	NP_001317366.1:cds14_end	E14 → E15	575	IPR000242:246-527	IPR000242	PTP cat	246	527	end	527	48	48	outside_annotated_domains	true
CBG14	msa_aligned_position	supported_comparable	1	575	mus_musculus	Mus Musculus	Other mammals	NP_035332.1	NM_011202.3	NP_035332.1:cds14_end	E14 → E15	575	IPR000242:246-527	IPR000242	PTP cat	246	527	end	527	48	48	outside_annotated_domains	true
CBG14	msa_aligned_position	supported_comparable	1	575	rattus_norvegicus	Rattus Norvegicus	Other mammals	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds14_end	E14 → E15	575	IPR000242:246-527	IPR000242	PTP cat	246	527	end	527	48	48	outside_annotated_domains	true
