species_id	protein_id	transcript_id	exon_id	exon_number	cds_start	cds_end	protein_start_aa	protein_end_aa	phase	confidence	source	normalized_strand	genomic_order	transcript_order	source_ordering_method
homo_sapiens	XP_011536915.1	XM_011538613.3	XP_011536915.1:cds14	14	112502144	112502256	537	574	0	gff_cds_derived	ncbi_gff	1	14	14	already_transcript_order_plus_strand
homo_sapiens	XP_011536915.1	XM_011538613.3	XP_011536915.1:cds15	15	112504695	112504764	574	596	1	gff_cds_derived	ncbi_gff	1	15	15	already_transcript_order_plus_strand
homo_sapiens	NP_001361554.1	NM_001374625.1	NP_001361554.1:cds1	1	112419112	112419125	1	5	0	gff_cds_derived	ncbi_gff	1	1	1	already_transcript_order_plus_strand
homo_sapiens	NP_001361554.1	NM_001374625.1	NP_001361554.1:cds2	2	112446276	112446398	5	46	1	gff_cds_derived	ncbi_gff	1	2	2	already_transcript_order_plus_strand
homo_sapiens	NP_001361554.1	NM_001374625.1	NP_001361554.1:cds3	3	112450321	112450512	46	110	1	gff_cds_derived	ncbi_gff	1	3	3	already_transcript_order_plus_strand
homo_sapiens	NP_001361554.1	NM_001374625.1	NP_001361554.1:cds4	4	112453195	112453387	110	174	1	gff_cds_derived	ncbi_gff	1	4	4	already_transcript_order_plus_strand
homo_sapiens	NP_001361554.1	NM_001374625.1	NP_001361554.1:cds5	5	112454564	112454680	175	213	0	gff_cds_derived	ncbi_gff	1	5	5	already_transcript_order_plus_strand
homo_sapiens	NP_001361554.1	NM_001374625.1	NP_001361554.1:cds6	6	112455950	112456063	214	251	0	gff_cds_derived	ncbi_gff	1	6	6	already_transcript_order_plus_strand
homo_sapiens	NP_001361554.1	NM_001374625.1	NP_001361554.1:cds7	7	112472944	112473040	252	284	0	gff_cds_derived	ncbi_gff	1	7	7	already_transcript_order_plus_strand
homo_sapiens	NP_001361554.1	NM_001374625.1	NP_001361554.1:cds8	8	112477651	112477730	284	310	2	gff_cds_derived	ncbi_gff	1	8	8	already_transcript_order_plus_strand
homo_sapiens	NP_001361554.1	NM_001374625.1	NP_001361554.1:cds9	9	112477857	112478015	311	363	0	gff_cds_derived	ncbi_gff	1	9	9	already_transcript_order_plus_strand
homo_sapiens	NP_001361554.1	NM_001374625.1	NP_001361554.1:cds10	10	112482074	112482205	364	407	0	gff_cds_derived	ncbi_gff	1	10	10	already_transcript_order_plus_strand
homo_sapiens	NP_001361554.1	NM_001374625.1	NP_001361554.1:cds11	11	112486475	112486629	408	459	0	gff_cds_derived	ncbi_gff	1	11	11	already_transcript_order_plus_strand
homo_sapiens	NP_001361554.1	NM_001374625.1	NP_001361554.1:cds12	12	112488443	112488510	459	482	1	gff_cds_derived	ncbi_gff	1	12	12	already_transcript_order_plus_strand
homo_sapiens	NP_001361554.1	NM_001374625.1	NP_001361554.1:cds13	13	112489024	112489175	482	532	2	gff_cds_derived	ncbi_gff	1	13	13	already_transcript_order_plus_strand
homo_sapiens	NP_001361554.1	NM_001374625.1	NP_001361554.1:cds14	14	112502144	112502256	533	570	0	gff_cds_derived	ncbi_gff	1	14	14	already_transcript_order_plus_strand
homo_sapiens	NP_001361554.1	NM_001374625.1	NP_001361554.1:cds15	15	112504695	112504764	570	592	1	gff_cds_derived	ncbi_gff	1	15	15	already_transcript_order_plus_strand
homo_sapiens	NP_542168.1	NM_080601.3	NP_542168.1:cds1	1	112419112	112419125	1	5	0	gff_cds_derived	ncbi_gff	1	1	1	already_transcript_order_plus_strand
homo_sapiens	NP_542168.1	NM_080601.3	NP_542168.1:cds2	2	112446276	112446398	5	46	1	gff_cds_derived	ncbi_gff	1	2	2	already_transcript_order_plus_strand
homo_sapiens	NP_542168.1	NM_080601.3	NP_542168.1:cds3	3	112450318	112450512	46	111	1	gff_cds_derived	ncbi_gff	1	3	3	already_transcript_order_plus_strand
homo_sapiens	NP_542168.1	NM_080601.3	NP_542168.1:cds4	4	112453195	112453387	111	175	1	gff_cds_derived	ncbi_gff	1	4	4	already_transcript_order_plus_strand
homo_sapiens	NP_542168.1	NM_080601.3	NP_542168.1:cds5	5	112454564	112454680	176	214	0	gff_cds_derived	ncbi_gff	1	5	5	already_transcript_order_plus_strand
homo_sapiens	NP_542168.1	NM_080601.3	NP_542168.1:cds6	6	112455950	112456063	215	252	0	gff_cds_derived	ncbi_gff	1	6	6	already_transcript_order_plus_strand
homo_sapiens	NP_542168.1	NM_080601.3	NP_542168.1:cds7	7	112472944	112473040	253	285	0	gff_cds_derived	ncbi_gff	1	7	7	already_transcript_order_plus_strand
homo_sapiens	NP_542168.1	NM_080601.3	NP_542168.1:cds8	8	112477651	112477730	285	311	2	gff_cds_derived	ncbi_gff	1	8	8	already_transcript_order_plus_strand
homo_sapiens	NP_542168.1	NM_080601.3	NP_542168.1:cds9	9	112477857	112478015	312	364	0	gff_cds_derived	ncbi_gff	1	9	9	already_transcript_order_plus_strand
homo_sapiens	NP_542168.1	NM_080601.3	NP_542168.1:cds10	10	112482074	112482205	365	408	0	gff_cds_derived	ncbi_gff	1	10	10	already_transcript_order_plus_strand
homo_sapiens	NP_542168.1	NM_080601.3	NP_542168.1:cds11	11	112486475	112486633	409	460	0	gff_cds_derived	ncbi_gff	1	11	11	already_transcript_order_plus_strand
mus_musculus	NP_001103462.1	NM_001109992.1	NP_001103462.1:cds1	1	121329265	121329278	1	5	0	gff_cds_derived	ncbi_gff	-1	15	1	already_transcript_order_minus_strand
mus_musculus	NP_001103462.1	NM_001109992.1	NP_001103462.1:cds2	2	121310044	121310166	5	46	1	gff_cds_derived	ncbi_gff	-1	14	2	already_transcript_order_minus_strand
mus_musculus	NP_001103462.1	NM_001109992.1	NP_001103462.1:cds3	3	121305912	121306106	46	111	1	gff_cds_derived	ncbi_gff	-1	13	3	already_transcript_order_minus_strand
mus_musculus	NP_001103462.1	NM_001109992.1	NP_001103462.1:cds4	4	121302558	121302750	111	175	1	gff_cds_derived	ncbi_gff	-1	12	4	already_transcript_order_minus_strand
mus_musculus	NP_001103462.1	NM_001109992.1	NP_001103462.1:cds5	5	121301201	121301317	176	214	0	gff_cds_derived	ncbi_gff	-1	11	5	already_transcript_order_minus_strand
mus_musculus	NP_001103462.1	NM_001109992.1	NP_001103462.1:cds6	6	121300772	121300885	215	252	0	gff_cds_derived	ncbi_gff	-1	10	6	already_transcript_order_minus_strand
mus_musculus	NP_001103462.1	NM_001109992.1	NP_001103462.1:cds7	7	121292493	121292589	253	285	0	gff_cds_derived	ncbi_gff	-1	9	7	already_transcript_order_minus_strand
mus_musculus	NP_001103462.1	NM_001109992.1	NP_001103462.1:cds8	8	121290538	121290617	285	311	2	gff_cds_derived	ncbi_gff	-1	8	8	already_transcript_order_minus_strand
mus_musculus	NP_001103462.1	NM_001109992.1	NP_001103462.1:cds9	9	121290275	121290433	312	364	0	gff_cds_derived	ncbi_gff	-1	7	9	already_transcript_order_minus_strand
mus_musculus	NP_001103462.1	NM_001109992.1	NP_001103462.1:cds10	10	121287166	121287297	365	408	0	gff_cds_derived	ncbi_gff	-1	6	10	already_transcript_order_minus_strand
mus_musculus	NP_001103462.1	NM_001109992.1	NP_001103462.1:cds11	11	121282593	121282747	409	460	0	gff_cds_derived	ncbi_gff	-1	5	11	already_transcript_order_minus_strand
mus_musculus	NP_001103462.1	NM_001109992.1	NP_001103462.1:cds12	12	121281625	121281692	460	483	1	gff_cds_derived	ncbi_gff	-1	4	12	already_transcript_order_minus_strand
mus_musculus	NP_001103462.1	NM_001109992.1	NP_001103462.1:cds13	13	121281066	121281217	483	533	2	gff_cds_derived	ncbi_gff	-1	3	13	already_transcript_order_minus_strand
mus_musculus	NP_001103462.1	NM_001109992.1	NP_001103462.1:cds14	14	121275480	121275592	534	571	0	gff_cds_derived	ncbi_gff	-1	2	14	already_transcript_order_minus_strand
mus_musculus	NP_001103462.1	NM_001109992.1	NP_001103462.1:cds15	15	121272820	121272889	571	593	1	gff_cds_derived	ncbi_gff	-1	1	15	already_transcript_order_minus_strand
mus_musculus	NP_035332.1	NM_011202.3	NP_035332.1:cds1	1	121329265	121329278	1	5	0	gff_cds_derived	ncbi_gff	-1	15	1	already_transcript_order_minus_strand
mus_musculus	NP_035332.1	NM_011202.3	NP_035332.1:cds2	2	121310044	121310166	5	46	1	gff_cds_derived	ncbi_gff	-1	14	2	already_transcript_order_minus_strand
mus_musculus	NP_035332.1	NM_011202.3	NP_035332.1:cds3	3	121305912	121306106	46	111	1	gff_cds_derived	ncbi_gff	-1	13	3	already_transcript_order_minus_strand
mus_musculus	NP_035332.1	NM_011202.3	NP_035332.1:cds4	4	121302558	121302750	111	175	1	gff_cds_derived	ncbi_gff	-1	12	4	already_transcript_order_minus_strand
mus_musculus	NP_035332.1	NM_011202.3	NP_035332.1:cds5	5	121301201	121301317	176	214	0	gff_cds_derived	ncbi_gff	-1	11	5	already_transcript_order_minus_strand
mus_musculus	NP_035332.1	NM_011202.3	NP_035332.1:cds6	6	121300772	121300885	215	252	0	gff_cds_derived	ncbi_gff	-1	10	6	already_transcript_order_minus_strand
mus_musculus	NP_035332.1	NM_011202.3	NP_035332.1:cds7	7	121292493	121292589	253	285	0	gff_cds_derived	ncbi_gff	-1	9	7	already_transcript_order_minus_strand
mus_musculus	NP_035332.1	NM_011202.3	NP_035332.1:cds8	8	121290538	121290617	285	311	2	gff_cds_derived	ncbi_gff	-1	8	8	already_transcript_order_minus_strand
mus_musculus	NP_035332.1	NM_011202.3	NP_035332.1:cds9	9	121290275	121290433	312	364	0	gff_cds_derived	ncbi_gff	-1	7	9	already_transcript_order_minus_strand
mus_musculus	NP_035332.1	NM_011202.3	NP_035332.1:cds10	10	121287166	121287297	365	408	0	gff_cds_derived	ncbi_gff	-1	6	10	already_transcript_order_minus_strand
mus_musculus	NP_035332.1	NM_011202.3	NP_035332.1:cds11	11	121282593	121282759	409	464	0	gff_cds_derived	ncbi_gff	-1	5	11	already_transcript_order_minus_strand
mus_musculus	NP_035332.1	NM_011202.3	NP_035332.1:cds12	12	121281625	121281692	464	487	1	gff_cds_derived	ncbi_gff	-1	4	12	already_transcript_order_minus_strand
mus_musculus	NP_035332.1	NM_011202.3	NP_035332.1:cds13	13	121281066	121281217	487	537	2	gff_cds_derived	ncbi_gff	-1	3	13	already_transcript_order_minus_strand
mus_musculus	NP_035332.1	NM_011202.3	NP_035332.1:cds14	14	121275480	121275592	538	575	0	gff_cds_derived	ncbi_gff	-1	2	14	already_transcript_order_minus_strand
mus_musculus	NP_035332.1	NM_011202.3	NP_035332.1:cds15	15	121272820	121272889	575	597	1	gff_cds_derived	ncbi_gff	-1	1	15	already_transcript_order_minus_strand
rattus_norvegicus	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds1	1	41026255	41026268	1	5	0	gff_cds_derived	ncbi_gff	1	1	1	already_transcript_order_plus_strand
rattus_norvegicus	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds2	2	41044762	41044884	5	46	1	gff_cds_derived	ncbi_gff	1	2	2	already_transcript_order_plus_strand
rattus_norvegicus	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds3	3	41048060	41048254	46	111	1	gff_cds_derived	ncbi_gff	1	3	3	already_transcript_order_plus_strand
rattus_norvegicus	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds4	4	41050918	41051110	111	175	1	gff_cds_derived	ncbi_gff	1	4	4	already_transcript_order_plus_strand
rattus_norvegicus	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds5	5	41052488	41052604	176	214	0	gff_cds_derived	ncbi_gff	1	5	5	already_transcript_order_plus_strand
rattus_norvegicus	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds6	6	41053022	41053135	215	252	0	gff_cds_derived	ncbi_gff	1	6	6	already_transcript_order_plus_strand
rattus_norvegicus	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds7	7	41059954	41060050	253	285	0	gff_cds_derived	ncbi_gff	1	7	7	already_transcript_order_plus_strand
rattus_norvegicus	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds8	8	41062730	41062809	285	311	2	gff_cds_derived	ncbi_gff	1	8	8	already_transcript_order_plus_strand
rattus_norvegicus	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds9	9	41062901	41063059	312	364	0	gff_cds_derived	ncbi_gff	1	9	9	already_transcript_order_plus_strand
rattus_norvegicus	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds10	10	41066304	41066435	365	408	0	gff_cds_derived	ncbi_gff	1	10	10	already_transcript_order_plus_strand
rattus_norvegicus	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds11	11	41070303	41070469	409	464	0	gff_cds_derived	ncbi_gff	1	11	11	already_transcript_order_plus_strand
rattus_norvegicus	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds12	12	41071323	41071390	464	487	1	gff_cds_derived	ncbi_gff	1	12	12	already_transcript_order_plus_strand
rattus_norvegicus	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds13	13	41071822	41071973	487	537	2	gff_cds_derived	ncbi_gff	1	13	13	already_transcript_order_plus_strand
rattus_norvegicus	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds14	14	41078856	41078968	538	575	0	gff_cds_derived	ncbi_gff	1	14	14	already_transcript_order_plus_strand
rattus_norvegicus	NP_001171064.1	NM_001177593.1	NP_001171064.1:cds15	15	41081353	41081422	575	597	1	gff_cds_derived	ncbi_gff	1	15	15	already_transcript_order_plus_strand
rattus_norvegicus	NP_037220.2	NM_013088.2	NP_037220.2:cds1	1	41026255	41026268	1	5	0	gff_cds_derived	ncbi_gff	1	1	1	already_transcript_order_plus_strand
rattus_norvegicus	NP_037220.2	NM_013088.2	NP_037220.2:cds2	2	41044762	41044884	5	46	1	gff_cds_derived	ncbi_gff	1	2	2	already_transcript_order_plus_strand
rattus_norvegicus	NP_037220.2	NM_013088.2	NP_037220.2:cds3	3	41048060	41048254	46	111	1	gff_cds_derived	ncbi_gff	1	3	3	already_transcript_order_plus_strand
rattus_norvegicus	NP_037220.2	NM_013088.2	NP_037220.2:cds4	4	41050918	41051110	111	175	1	gff_cds_derived	ncbi_gff	1	4	4	already_transcript_order_plus_strand
rattus_norvegicus	NP_037220.2	NM_013088.2	NP_037220.2:cds5	5	41052488	41052604	176	214	0	gff_cds_derived	ncbi_gff	1	5	5	already_transcript_order_plus_strand
rattus_norvegicus	NP_037220.2	NM_013088.2	NP_037220.2:cds6	6	41053022	41053135	215	252	0	gff_cds_derived	ncbi_gff	1	6	6	already_transcript_order_plus_strand
rattus_norvegicus	NP_037220.2	NM_013088.2	NP_037220.2:cds7	7	41059954	41060050	253	285	0	gff_cds_derived	ncbi_gff	1	7	7	already_transcript_order_plus_strand
rattus_norvegicus	NP_037220.2	NM_013088.2	NP_037220.2:cds8	8	41062730	41062809	285	311	2	gff_cds_derived	ncbi_gff	1	8	8	already_transcript_order_plus_strand
rattus_norvegicus	NP_037220.2	NM_013088.2	NP_037220.2:cds9	9	41062901	41063059	312	364	0	gff_cds_derived	ncbi_gff	1	9	9	already_transcript_order_plus_strand
rattus_norvegicus	NP_037220.2	NM_013088.2	NP_037220.2:cds10	10	41066304	41066435	365	408	0	gff_cds_derived	ncbi_gff	1	10	10	already_transcript_order_plus_strand
rattus_norvegicus	NP_037220.2	NM_013088.2	NP_037220.2:cds11	11	41070315	41070469	409	460	0	gff_cds_derived	ncbi_gff	1	11	11	already_transcript_order_plus_strand
rattus_norvegicus	NP_037220.2	NM_013088.2	NP_037220.2:cds12	12	41071323	41071390	460	483	1	gff_cds_derived	ncbi_gff	1	12	12	already_transcript_order_plus_strand
rattus_norvegicus	NP_037220.2	NM_013088.2	NP_037220.2:cds13	13	41071822	41071973	483	533	2	gff_cds_derived	ncbi_gff	1	13	13	already_transcript_order_plus_strand
rattus_norvegicus	NP_037220.2	NM_013088.2	NP_037220.2:cds14	14	41078856	41078968	534	571	0	gff_cds_derived	ncbi_gff	1	14	14	already_transcript_order_plus_strand
rattus_norvegicus	NP_037220.2	NM_013088.2	NP_037220.2:cds15	15	41081353	41081422	571	593	1	gff_cds_derived	ncbi_gff	1	15	15	already_transcript_order_plus_strand
