species_id	protein_id	layer	member_database	signature_accession	signature_name	interpro_accession	interpro_name	interpro_type	start_aa	end_aa	score_or_evalue	is_integrated
mus_musculus	NP_035332.1	domain	PFAM	PF00102	Y_phosphatase	IPR000242	PTP_cat	DOMAIN	273	523	2.2e-77	1
mus_musculus	NP_035332.1	raw	PIRSR	PIRSR038025-50	PIRSR038025-50				456	534	8.4e-07	0
mus_musculus	NP_035332.1	raw	CDD	cd10340	SH2_N-SH2_SHP_like				5	103	7.42821e-65	0
mus_musculus	NP_035332.1	family	GENE3D	G3DSA:3.30.505.10	SH2 domain	IPR036860	SH2_dom_sf	HOMOLOGOUS_SUPERFAMILY	1	103	6.8e-33	1
mus_musculus	NP_035332.1	domain	PROSITE_PROFILES	PS50001	SH2	IPR000980	SH2	DOMAIN	112	216		1
mus_musculus	NP_035332.1	domain	PROSITE_PROFILES	PS50055	TYR_PHOSPHATASE_PTP	IPR000242	PTP_cat	DOMAIN	247	525		1
mus_musculus	NP_035332.1	raw	CDD	cd14605	PTPc-N11				272	528	0.0	0
mus_musculus	NP_035332.1	feature	PROSITE_PATTERNS	PS00383	TYR_PHOSPHATASE_1	IPR016130	Tyr_Pase_AS	ACTIVE_SITE	461	471		1
mus_musculus	NP_035332.1	family	GENE3D	G3DSA:3.90.190.10	Protein tyrosine phosphatase superfamily	IPR029021	Prot-tyrosine_phosphatase-like	HOMOLOGOUS_SUPERFAMILY	218	529	5.1e-125	1
mus_musculus	NP_035332.1	raw	FUNFAM	G3DSA:3.30.505.10:FF:000018	Tyrosine-protein phosphatase non-receptor type				1	102	3.9e-58	0
mus_musculus	NP_035332.1	raw	PIRSR	PIRSR000933-50	PIRSR000933-50				209	539	1.6e-60	0
mus_musculus	NP_035332.1	raw	PIRSR	PIRSR000934-1	PIRSR000934-1				240	525	4.2e-53	0
mus_musculus	NP_035332.1	raw	CDD	cd09931	SH2_C-SH2_SHP_like				111	218	5.1056e-62	0
mus_musculus	NP_035332.1	raw	PIRSR	PIRSR002006-2	PIRSR002006-2				239	525	4.1e-75	0
mus_musculus	NP_035332.1	raw	PIRSR	PIRSR000930-50	PIRSR000930-50				243	556	1.5e-57	0
mus_musculus	NP_035332.1	raw	PIRSR	PIRSR608356-50	PIRSR608356-50				274	530	5.1e-71	0
mus_musculus	NP_035332.1	family	SUPERFAMILY	SSF52799	(Phosphotyrosine protein) phosphatases II	IPR029021	Prot-tyrosine_phosphatase-like	HOMOLOGOUS_SUPERFAMILY	220	526	1.05e-101	1
mus_musculus	NP_035332.1	domain	PROSITE_PROFILES	PS50001	SH2	IPR000980	SH2	DOMAIN	6	102		1
mus_musculus	NP_035332.1	raw	PIRSR	PIRSR000930-51	PIRSR000930-51				243	556	1.5e-57	0
mus_musculus	NP_035332.1	raw	PIRSR	PIRSR608356-51	PIRSR608356-51				274	530	5.1e-71	0
mus_musculus	NP_035332.1	domain	SMART	SM00404	ptp_7	IPR003595	Tyr_Pase_cat	DOMAIN	418	524	1.4e-43	1
mus_musculus	NP_035332.1	family	SUPERFAMILY	SSF55550	SH2 domain	IPR036860	SH2_dom_sf	HOMOLOGOUS_SUPERFAMILY	3	106	2.42e-29	1
mus_musculus	NP_035332.1	domain	PROSITE_PROFILES	PS50056	TYR_PHOSPHATASE_2	IPR000387	Tyr_Pase_dom	DOMAIN	440	516		1
mus_musculus	NP_035332.1	raw	PANTHER	PTHR46559	TYROSINE-PROTEIN PHOSPHATASE NON-RECEPTOR TYPE 11				1	597	0.0	0
mus_musculus	NP_035332.1	raw	PIRSR	PIRSR000927-2	PIRSR000927-2				266	538	2.6e-71	0
mus_musculus	NP_035332.1	raw	FUNFAM	G3DSA:3.30.505.10:FF:000012	Tyrosine-protein phosphatase non-receptor type				104	217	1e-61	0
mus_musculus	NP_035332.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	458	476	1.4e-38	1
mus_musculus	NP_035332.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	303	310	1.4e-38	1
mus_musculus	NP_035332.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	508	518	1.4e-38	1
mus_musculus	NP_035332.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	417	434	1.4e-38	1
mus_musculus	NP_035332.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	327	347	1.4e-38	1
mus_musculus	NP_035332.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	492	507	1.4e-38	1
mus_musculus	NP_035332.1	domain	PFAM	PF00017	SH2	IPR000980	SH2	DOMAIN	6	81	1.7e-21	1
mus_musculus	NP_035332.1	domain	PFAM	PF00017	SH2	IPR000980	SH2	DOMAIN	112	197	5.3e-21	1
mus_musculus	NP_035332.1	raw	PIRSR	PIRSR000929-2	PIRSR000929-2				3	550	0.0	0
mus_musculus	NP_035332.1	raw	PIRSR	PIRSR000927-1	PIRSR000927-1				266	538	2.6e-71	0
rattus_norvegicus	NP_001171064.1	domain	PFAM	PF00102	Y_phosphatase	IPR000242	PTP_cat	DOMAIN	273	523	4.8e-77	1
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR000926-1	PIRSR000926-1				245	523	1.9e-62	0
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR038025-50	PIRSR038025-50				457	534	8.6e-07	0
rattus_norvegicus	NP_001171064.1	raw	PANTHER	PTHR46559	TYROSINE-PROTEIN PHOSPHATASE NON-RECEPTOR TYPE 11				1	597	0.0	0
rattus_norvegicus	NP_001171064.1	raw	FUNFAM	G3DSA:3.90.190.10:FF:000018	Tyrosine-protein phosphatase non-receptor type				218	529	7.8e-192	0
rattus_norvegicus	NP_001171064.1	family	GENE3D	G3DSA:3.30.505.10	SH2 domain	IPR036860	SH2_dom_sf	HOMOLOGOUS_SUPERFAMILY	104	217	1.6e-39	1
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR000941-50	PIRSR000941-50				439	476	6.4e-06	0
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR000926-2	PIRSR000926-2				245	523	1.9e-62	0
rattus_norvegicus	NP_001171064.1	family	GENE3D	G3DSA:3.90.190.10	Protein tyrosine phosphatase superfamily	IPR029021	Prot-tyrosine_phosphatase-like	HOMOLOGOUS_SUPERFAMILY	218	529	9.3e-125	1
rattus_norvegicus	NP_001171064.1	raw	PRINTS	PR00401	SH2DOMAIN				132	142	7.2e-17	0
rattus_norvegicus	NP_001171064.1	raw	PRINTS	PR00401	SH2DOMAIN				186	200	7.2e-17	0
rattus_norvegicus	NP_001171064.1	raw	PRINTS	PR00401	SH2DOMAIN				144	155	7.2e-17	0
rattus_norvegicus	NP_001171064.1	raw	PRINTS	PR00401	SH2DOMAIN				112	126	7.2e-17	0
rattus_norvegicus	NP_001171064.1	raw	PRINTS	PR00401	SH2DOMAIN				166	176	7.2e-17	0
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR000929-2	PIRSR000929-2				3	550	0.0	0
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR000927-1	PIRSR000927-1				266	538	4.5e-71	0
rattus_norvegicus	NP_001171064.1	family	SUPERFAMILY	SSF52799	(Phosphotyrosine protein) phosphatases II	IPR029021	Prot-tyrosine_phosphatase-like	HOMOLOGOUS_SUPERFAMILY	220	526	7.35e-101	1
rattus_norvegicus	NP_001171064.1	raw	CDD	cd10340	SH2_N-SH2_SHP_like				5	103	4.61607e-65	0
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR608356-50	PIRSR608356-50				274	530	1.4e-70	0
rattus_norvegicus	NP_001171064.1	domain	PROSITE_PROFILES	PS50001	SH2	IPR000980	SH2	DOMAIN	112	216		1
rattus_norvegicus	NP_001171064.1	raw	CDD	cd14605	PTPc-N11				272	528	0.0	0
rattus_norvegicus	NP_001171064.1	feature	PROSITE_PATTERNS	PS00383	TYR_PHOSPHATASE_1	IPR016130	Tyr_Pase_AS	ACTIVE_SITE	461	471		1
rattus_norvegicus	NP_001171064.1	domain	PROSITE_PROFILES	PS50055	TYR_PHOSPHATASE_PTP	IPR000242	PTP_cat	DOMAIN	247	525		1
rattus_norvegicus	NP_001171064.1	raw	FUNFAM	G3DSA:3.30.505.10:FF:000018	Tyrosine-protein phosphatase non-receptor type				1	102	3.9e-58	0
rattus_norvegicus	NP_001171064.1	raw	CDD	cd09931	SH2_C-SH2_SHP_like				111	218	4.22325e-62	0
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR000933-51	PIRSR000933-51				209	539	5.9e-61	0
rattus_norvegicus	NP_001171064.1	domain	SMART	SM00252	SH2_5	IPR000980	SH2	DOMAIN	4	87	1.4e-29	1
rattus_norvegicus	NP_001171064.1	domain	SMART	SM00252	SH2_5	IPR000980	SH2	DOMAIN	110	203	1.8e-34	1
rattus_norvegicus	NP_001171064.1	domain	PROSITE_PROFILES	PS50001	SH2	IPR000980	SH2	DOMAIN	6	102		1
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR608356-51	PIRSR608356-51				274	530	1.4e-70	0
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR000934-1	PIRSR000934-1				240	525	4.4e-53	0
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR000927-2	PIRSR000927-2				266	538	4.5e-71	0
rattus_norvegicus	NP_001171064.1	raw	FUNFAM	G3DSA:3.30.505.10:FF:000012	Tyrosine-protein phosphatase non-receptor type				104	217	6.7e-62	0
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR000930-51	PIRSR000930-51				243	556	1.1e-57	0
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR001997-1	PIRSR001997-1				272	529	7.8e-67	0
rattus_norvegicus	NP_001171064.1	domain	SMART	SM00404	ptp_7	IPR003595	Tyr_Pase_cat	DOMAIN	418	524	1.4e-43	1
rattus_norvegicus	NP_001171064.1	family	SUPERFAMILY	SSF55550	SH2 domain	IPR036860	SH2_dom_sf	HOMOLOGOUS_SUPERFAMILY	3	106	2.42e-29	1
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR000930-50	PIRSR000930-50				243	556	1.1e-57	0
rattus_norvegicus	NP_001171064.1	domain	PROSITE_PROFILES	PS50056	TYR_PHOSPHATASE_2	IPR000387	Tyr_Pase_dom	DOMAIN	440	516		1
rattus_norvegicus	NP_001171064.1	family	SUPERFAMILY	SSF55550	SH2 domain	IPR036860	SH2_dom_sf	HOMOLOGOUS_SUPERFAMILY	111	216	2.69e-31	1
rattus_norvegicus	NP_001171064.1	family	PIRSF	PIRSF000929	PTPN6_PTPN11	IPR012152	Tyr_Pase_non-rcpt_typ-6/11	FAMILY	1	597	0.0	1
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR002006-2	PIRSR002006-2				239	525	3.2e-75	0
rattus_norvegicus	NP_001171064.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	458	476	1.4e-38	1
rattus_norvegicus	NP_001171064.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	303	310	1.4e-38	1
rattus_norvegicus	NP_001171064.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	508	518	1.4e-38	1
rattus_norvegicus	NP_001171064.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	417	434	1.4e-38	1
rattus_norvegicus	NP_001171064.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	327	347	1.4e-38	1
rattus_norvegicus	NP_001171064.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	492	507	1.4e-38	1
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR000933-50	PIRSR000933-50				209	539	5.9e-61	0
rattus_norvegicus	NP_001171064.1	raw	PIRSR	PIRSR000929-1	PIRSR000929-1				3	550	0.0	0
rattus_norvegicus	NP_001171064.1	domain	SMART	SM00194	PTPc_3	IPR000242	PTP_cat	DOMAIN	246	527	2.5e-132	1
rattus_norvegicus	NP_001171064.1	family	GENE3D	G3DSA:3.30.505.10	SH2 domain	IPR036860	SH2_dom_sf	HOMOLOGOUS_SUPERFAMILY	1	103	6.8e-33	1
rattus_norvegicus	NP_001171064.1	domain	PFAM	PF00017	SH2	IPR000980	SH2	DOMAIN	6	81	1.7e-21	1
rattus_norvegicus	NP_001171064.1	domain	PFAM	PF00017	SH2	IPR000980	SH2	DOMAIN	112	197	5.3e-21	1
homo_sapiens	NP_001317366.1	family	PIRSF	PIRSF000929	PTPN6_PTPN11	IPR012152	Tyr_Pase_non-rcpt_typ-6/11	FAMILY	1	597	0.0	1
homo_sapiens	NP_001317366.1	domain	SMART	SM00252	SH2_5	IPR000980	SH2	DOMAIN	4	87	1.4e-29	1
homo_sapiens	NP_001317366.1	domain	SMART	SM00252	SH2_5	IPR000980	SH2	DOMAIN	110	203	1.7e-34	1
homo_sapiens	NP_001317366.1	family	SUPERFAMILY	SSF55550	SH2 domain	IPR036860	SH2_dom_sf	HOMOLOGOUS_SUPERFAMILY	111	216	2.96e-31	1
homo_sapiens	NP_001317366.1	domain	PROSITE_PROFILES	PS50055	TYR_PHOSPHATASE_PTP	IPR000242	PTP_cat	DOMAIN	247	525		1
homo_sapiens	NP_001317366.1	raw	PANTHER	PTHR46559	TYROSINE-PROTEIN PHOSPHATASE NON-RECEPTOR TYPE 11				1	597	0.0	0
homo_sapiens	NP_001317366.1	raw	PRINTS	PR00401	SH2DOMAIN				132	142	7.2e-17	0
homo_sapiens	NP_001317366.1	raw	PRINTS	PR00401	SH2DOMAIN				186	200	7.2e-17	0
homo_sapiens	NP_001317366.1	raw	PRINTS	PR00401	SH2DOMAIN				144	155	7.2e-17	0
homo_sapiens	NP_001317366.1	raw	PRINTS	PR00401	SH2DOMAIN				112	126	7.2e-17	0
homo_sapiens	NP_001317366.1	raw	PRINTS	PR00401	SH2DOMAIN				166	176	7.2e-17	0
homo_sapiens	NP_001317366.1	domain	PROSITE_PROFILES	PS50056	TYR_PHOSPHATASE_2	IPR000387	Tyr_Pase_dom	DOMAIN	440	516		1
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR001997-1	PIRSR001997-1				272	529	3e-67	0
homo_sapiens	NP_001317366.1	raw	FUNFAM	G3DSA:3.90.190.10:FF:000018	Tyrosine-protein phosphatase non-receptor type				218	529	1.1e-192	0
homo_sapiens	NP_001317366.1	family	GENE3D	G3DSA:3.30.505.10	SH2 domain	IPR036860	SH2_dom_sf	HOMOLOGOUS_SUPERFAMILY	1	103	6.8e-33	1
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR002006-2	PIRSR002006-2				239	525	4e-75	0
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR038025-50	PIRSR038025-50				455	532	9.8e-07	0
homo_sapiens	NP_001317366.1	raw	CDD	cd10340	SH2_N-SH2_SHP_like				5	103	6.68304e-65	0
homo_sapiens	NP_001317366.1	family	SUPERFAMILY	SSF52799	(Phosphotyrosine protein) phosphatases II	IPR029021	Prot-tyrosine_phosphatase-like	HOMOLOGOUS_SUPERFAMILY	220	526	6.12e-102	1
homo_sapiens	NP_001317366.1	domain	PROSITE_PROFILES	PS50001	SH2	IPR000980	SH2	DOMAIN	112	216		1
homo_sapiens	NP_001317366.1	raw	CDD	cd14605	PTPc-N11				272	528	0.0	0
homo_sapiens	NP_001317366.1	feature	PROSITE_PATTERNS	PS00383	TYR_PHOSPHATASE_1	IPR016130	Tyr_Pase_AS	ACTIVE_SITE	461	471		1
homo_sapiens	NP_001317366.1	raw	FUNFAM	G3DSA:3.30.505.10:FF:000018	Tyrosine-protein phosphatase non-receptor type				1	102	3.9e-58	0
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR000941-50	PIRSR000941-50				439	476	5e-06	0
homo_sapiens	NP_001317366.1	domain	SMART	SM00404	ptp_7	IPR003595	Tyr_Pase_cat	DOMAIN	418	524	1.7e-43	1
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR000926-1	PIRSR000926-1				245	523	1e-62	0
homo_sapiens	NP_001317366.1	raw	CDD	cd09931	SH2_C-SH2_SHP_like				111	218	4.54665e-62	0
homo_sapiens	NP_001317366.1	domain	PROSITE_PROFILES	PS50001	SH2	IPR000980	SH2	DOMAIN	6	102		1
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR000929-1	PIRSR000929-1				3	550	0.0	0
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR000930-51	PIRSR000930-51				243	557	1e-57	0
homo_sapiens	NP_001317366.1	family	GENE3D	G3DSA:3.30.505.10	SH2 domain	IPR036860	SH2_dom_sf	HOMOLOGOUS_SUPERFAMILY	104	217	1.7e-39	1
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR000934-1	PIRSR000934-1				240	525	3.8e-53	0
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR000933-50	PIRSR000933-50				209	539	1.3e-60	0
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR608356-51	PIRSR608356-51				274	530	3.8e-71	0
homo_sapiens	NP_001317366.1	domain	SMART	SM00194	PTPc_3	IPR000242	PTP_cat	DOMAIN	246	527	2.2e-133	1
homo_sapiens	NP_001317366.1	family	SUPERFAMILY	SSF55550	SH2 domain	IPR036860	SH2_dom_sf	HOMOLOGOUS_SUPERFAMILY	3	106	2.42e-29	1
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR000927-1	PIRSR000927-1				266	538	2.8e-71	0
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR608356-50	PIRSR608356-50				274	530	3.8e-71	0
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR000933-51	PIRSR000933-51				209	539	1.3e-60	0
homo_sapiens	NP_001317366.1	raw	FUNFAM	G3DSA:3.30.505.10:FF:000012	Tyrosine-protein phosphatase non-receptor type				104	217	1e-61	0
homo_sapiens	NP_001317366.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	458	476	1.4e-38	1
homo_sapiens	NP_001317366.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	303	310	1.4e-38	1
homo_sapiens	NP_001317366.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	508	518	1.4e-38	1
homo_sapiens	NP_001317366.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	417	434	1.4e-38	1
homo_sapiens	NP_001317366.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	327	347	1.4e-38	1
homo_sapiens	NP_001317366.1	domain	PRINTS	PR00700	PRTYPHPHTASE	IPR000242	PTP_cat	DOMAIN	492	507	1.4e-38	1
homo_sapiens	NP_001317366.1	domain	PFAM	PF00017	SH2	IPR000980	SH2	DOMAIN	6	81	1.7e-21	1
homo_sapiens	NP_001317366.1	domain	PFAM	PF00017	SH2	IPR000980	SH2	DOMAIN	112	197	5.3e-21	1
homo_sapiens	NP_001317366.1	domain	PFAM	PF00102	Y_phosphatase	IPR000242	PTP_cat	DOMAIN	273	523	2.2e-77	1
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR000927-2	PIRSR000927-2				266	538	2.8e-71	0
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR000926-2	PIRSR000926-2				245	523	1e-62	0
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR000929-2	PIRSR000929-2				3	550	0.0	0
homo_sapiens	NP_001317366.1	raw	PIRSR	PIRSR000930-50	PIRSR000930-50				243	557	1e-57	0
homo_sapiens	NP_001317366.1	feature	MOBIDB_LITE	mobidb-lite	disorder_prediction				552	577		0
homo_sapiens	NP_001317366.1	feature	MOBIDB_LITE	mobidb-lite	disorder_prediction				563	572		0
homo_sapiens	NP_001317366.1	family	GENE3D	G3DSA:3.90.190.10	Protein tyrosine phosphatase superfamily	IPR029021	Prot-tyrosine_phosphatase-like	HOMOLOGOUS_SUPERFAMILY	218	529	3.6e-125	1
