species_id	scientific_name	protein_id	exon_id	exon_label	native_start	native_end	msa_start_column	msa_end_column	msa_mapping_status
gorilla_gorilla_gorilla	Gorilla gorilla gorilla	XP_004050253.1	XP_004050253.1:exon9	E9	343	398	682	737	mapped
gorilla_gorilla_gorilla	Gorilla gorilla gorilla	XP_004050253.1	XP_004050253.1:exon10	E10	398	447	737	786	mapped
gorilla_gorilla_gorilla	Gorilla gorilla gorilla	XP_004050253.1	XP_004050253.1:exon11	E11	448	511	787	850	mapped
gorilla_gorilla_gorilla	Gorilla gorilla gorilla	XP_004050253.1	XP_004050253.1:exon12	E12	511	552	850	891	mapped
gorilla_gorilla_gorilla	Gorilla gorilla gorilla	XP_004050253.1	XP_004050253.1:exon13	E13	553	609	892	948	mapped
gorilla_gorilla_gorilla	Gorilla gorilla gorilla	XP_004050253.1	XP_004050253.1:exon14	E14	609	635	948	974	mapped
gorilla_gorilla_gorilla	Gorilla gorilla gorilla	XP_004050253.1	XP_004050253.1:exon15	E15	635	671	974	1010	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon1	E1	1	56	94	159	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon2	E2	56	145	159	356	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon3	E3	145	171	356	388	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon4	E4	171	227	388	444	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon5	E5	228	269	445	486	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon6	E6	269	332	486	549	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon7	E7	333	381	550	603	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon8	E8	381	446	603	668	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon9	E9	447	497	671	721	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon10	E10	497	538	721	762	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon11	E11	538	575	762	799	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon12	E12	575	638	799	862	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon13	E13	639	679	863	903	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon14	E14	680	703	904	927	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon15	E15	703	749	927	973	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon16	E16	749	784	973	1008	mapped
pongo_abelii	Pongo abelii	XP_024108704.1	XP_024108704.1:exon17	E17	785	838	1009	1091	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon1	E1	1	56	94	159	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon2	E2	56	145	159	356	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon3	E3	145	171	356	388	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon4	E4	171	227	388	444	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon5	E5	228	269	445	486	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon6	E6	269	332	486	549	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon7	E7	333	382	550	604	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon8	E8	382	447	604	671	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon9	E9	448	498	672	722	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon10	E10	498	539	722	763	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon11	E11	539	576	763	800	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon12	E12	576	639	800	863	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon13	E13	640	680	864	904	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon14	E14	681	704	905	928	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon15	E15	704	750	928	974	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon16	E16	750	785	974	1009	mapped
macaca_mulatta	Macaca mulatta	XP_077803775.1	XP_077803775.1:exon17	E17	786	838	1010	1091	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon1	E1	1	56	94	159	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon2	E2	56	145	159	356	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon3	E3	145	171	356	388	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon4	E4	171	227	388	444	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon5	E5	228	269	445	486	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon6	E6	269	332	486	549	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon7	E7	333	382	550	604	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon8	E8	382	450	604	672	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon9	E9	450	500	672	722	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon10	E10	500	541	722	763	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon11	E11	541	578	763	800	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon12	E12	578	641	800	863	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon13	E13	642	682	864	904	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon14	E14	683	706	905	928	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon15	E15	706	752	928	974	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon16	E16	752	787	974	1009	mapped
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	XP_078202765.1:exon17	E17	788	840	1010	1091	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon1	E1	1	55	94	158	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon2	E2	56	91	159	302	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon3	E3	91	137	302	348	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon4	E4	137	160	348	375	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon5	E5	161	201	376	418	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon6	E6	202	265	419	482	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon7	E7	265	302	482	519	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon8	E8	302	343	519	560	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon9	E9	343	393	560	615	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon10	E10	394	461	616	683	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon11	E11	461	510	683	732	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon12	E12	511	574	733	796	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon13	E13	574	615	796	837	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon14	E14	616	672	838	894	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon15	E15	672	698	894	920	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon16	E16	698	787	920	1009	mapped
mus_musculus	Mus musculus	ENSMUSP00000112430	ENSMUSP00000112430:exon17	E17	787	823	1009	1047	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon1	E1	1	56	94	159	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon2	E2	56	145	159	356	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon3	E3	145	171	356	388	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon4	E4	171	227	388	444	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon5	E5	228	269	445	486	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon6	E6	269	332	486	549	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon7	E7	333	382	550	604	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon8	E8	382	450	604	672	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon9	E9	450	500	672	722	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon10	E10	500	541	722	763	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon11	E11	541	578	763	800	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon12	E12	578	641	800	863	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon13	E13	642	682	864	904	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon14	E14	683	706	905	928	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon15	E15	706	752	928	974	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon16	E16	752	787	974	1009	mapped
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	XP_063137149.1:exon17	E17	788	840	1010	1091	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon1	E1	1	56	94	159	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon2	E2	56	145	159	356	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon3	E3	145	171	356	388	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon4	E4	171	227	388	444	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon5	E5	228	269	445	486	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon6	E6	269	332	486	549	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon7	E7	333	382	550	604	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon8	E8	382	449	604	671	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon9	E9	450	500	672	722	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon10	E10	500	541	722	763	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon11	E11	541	578	763	800	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon12	E12	578	641	800	863	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon13	E13	642	682	864	904	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon14	E14	683	706	905	928	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon15	E15	706	752	928	974	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon16	E16	752	787	974	1009	mapped
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	XP_069913096.1:exon17	E17	788	840	1010	1091	mapped
canis_lupus_familiaris	Canis lupus familiaris	NP_001003336.1	NP_001003336.1:199-244	IIIb cassette (validated reference)	199	244	550	599	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon1	E1	1	57	94	159	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon2	E2	57	146	159	356	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon3	E3	146	171	356	388	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon4	E4	171	227	388	444	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon5	E5	228	269	445	486	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon6	E6	269	332	486	549	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon7	E7	333	382	550	604	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon8	E8	382	449	604	671	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon9	E9	450	500	672	722	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon10	E10	500	541	722	763	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon11	E11	541	578	763	800	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon12	E12	578	641	800	863	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon13	E13	642	682	864	904	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon14	E14	683	706	905	928	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon15	E15	706	752	928	974	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon16	E16	752	787	974	1009	mapped
felis_catus	Felis catus	XP_044896695.1	XP_044896695.1:exon17	E17	788	840	1010	1091	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon1	E1	1	56	94	159	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon2	E2	56	145	159	356	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon3	E3	145	171	356	388	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon4	E4	171	227	388	444	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon5	E5	228	269	445	486	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon6	E6	269	332	486	549	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon7	E7	333	382	550	604	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon8	E8	382	450	604	672	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon9	E9	450	500	672	722	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon10	E10	500	541	722	763	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon11	E11	541	578	763	800	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon12	E12	578	641	800	863	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon13	E13	642	682	864	904	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon14	E14	683	706	905	928	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon15	E15	706	752	928	974	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon16	E16	752	787	974	1009	mapped
bos_taurus	Bos taurus	XP_059737724.1	XP_059737724.1:exon17	E17	788	840	1010	1091	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon1	E1	1	56	94	159	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon2	E2	56	145	159	356	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon3	E3	145	171	356	388	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon4	E4	171	227	388	444	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon5	E5	228	269	445	486	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon6	E6	269	332	486	549	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon7	E7	333	382	550	604	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon8	E8	382	450	604	672	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon9	E9	450	500	672	722	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon10	E10	500	541	722	763	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon11	E11	541	578	763	800	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon12	E12	578	641	800	863	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon13	E13	642	682	864	904	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon14	E14	683	706	905	928	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon15	E15	706	752	928	974	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon16	E16	752	787	974	1009	mapped
sus_scrofa	Sus scrofa	XP_084849197.1	XP_084849197.1:exon17	E17	788	840	1010	1091	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon1	E1	1	9	1	14	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon2	E2	9	106	14	159	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon3	E3	106	195	159	356	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon4	E4	195	221	356	388	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon5	E5	221	277	388	444	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon6	E6	278	319	445	486	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon7	E7	319	382	486	549	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon8	E8	383	432	550	604	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon9	E9	432	499	604	671	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon10	E10	500	550	672	722	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon11	E11	550	591	722	763	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon12	E12	591	628	763	800	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon13	E13	628	691	800	863	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon14	E14	692	732	864	904	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon15	E15	733	756	905	928	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon16	E16	756	802	928	974	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon17	E17	802	837	974	1009	mapped
equus_caballus	Equus caballus	XP_014588430.1	XP_014588430.1:exon18	E18	838	886	1010	1091	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon1	E1	1	56	94	159	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon2	E2	56	145	159	356	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon3	E3	145	171	356	388	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon4	E4	171	227	388	444	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon5	E5	228	269	445	486	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon6	E6	269	332	486	549	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon7	E7	333	382	550	604	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon8	E8	382	450	604	672	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon9	E9	450	500	672	722	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon10	E10	500	541	722	763	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon11	E11	541	578	763	800	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon12	E12	578	641	800	863	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon13	E13	642	682	864	904	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon14	E14	683	706	905	928	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon15	E15	706	752	928	974	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon16	E16	752	787	974	1009	mapped
ovis_aries	Ovis aries	XP_060260490.1	XP_060260490.1:exon17	E17	788	840	1010	1091	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon1	E1	1	56	94	159	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon2	E2	56	145	159	356	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon3	E3	145	170	356	388	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon4	E4	170	226	388	444	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon5	E5	227	268	445	486	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon6	E6	268	331	486	549	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon7	E7	332	381	550	604	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon8	E8	381	448	604	671	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon9	E9	449	499	672	722	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon10	E10	499	540	722	763	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon11	E11	540	577	763	800	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon12	E12	577	640	800	863	mapped
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	XP_056659242.1:exon13	E13	641	681	864	904	mapped
