species_id	scientific_name	target_gene	slot_x	is_target	neighbour_symbol	side	order	orientation	gene_id	placeholder	classification	status	orthology_confidence	distance_to_target
pongo_abelii	Pongo abelii	FGFR2	-2	False	ATE1	upstream	2	-	GeneID:100172501	False	exact	ortholog_supported	high	142920
pongo_abelii	Pongo abelii	FGFR2	-1	False	RPS15A	upstream	1	+	GeneID:100433801	False	rbh	broad_homology_named	medium	114912
pongo_abelii	Pongo abelii	FGFR2	0	True		target	0	-	GeneID:100171540	False	target	target	target	0
pongo_abelii	Pongo abelii	FGFR2	1	False	WDR11	downstream	1	+	GeneID:100433048	False	exact	ortholog_supported	high	570986
pongo_abelii	Pongo abelii	FGFR2	2	False	PLPP4	downstream	2	+	GeneID:100431802	False	exact	ortholog_supported	high	897312
pongo_abelii	Pongo abelii	FGFR2	3	False	EEF1A1	downstream	3	-	GeneID:100461776	False	rbh	broad_homology_named	medium	1531599
pongo_abelii	Pongo abelii	FGFR2	4	False	SEC23IP	downstream	4	+	GeneID:100174536	False	exact	ortholog_supported	high	1564008
pongo_abelii	Pongo abelii	FGFR2	5	False	MCMBP	downstream	5	-	GeneID:100460295	False	exact	ortholog_supported	high	1613422
macaca_mulatta	Macaca mulatta	FGFR2	-5	False	PLEKHA1	upstream	5	+	GeneID:705731	False	exact	ortholog_supported	high	768708
macaca_mulatta	Macaca mulatta	FGFR2	-4	False	BTBD16	upstream	4	+	GeneID:705610	False	exact	ortholog_supported	high	653826
macaca_mulatta	Macaca mulatta	FGFR2	-3	False	TACC2	upstream	3	+	GeneID:705497	False	exact	ortholog_supported	high	383342
macaca_mulatta	Macaca mulatta	FGFR2	-2	False	NSMCE4A	upstream	2	-	GeneID:705375	False	exact	ortholog_supported	high	350956
macaca_mulatta	Macaca mulatta	FGFR2	-1	False	ATE1	upstream	1	-	GeneID:705248	False	exact	ortholog_supported	high	146117
macaca_mulatta	Macaca mulatta	FGFR2	0	True		target	0	-	GeneID:715949	False	target	target	target	0
macaca_mulatta	Macaca mulatta	FGFR2	1	False	WDR11	downstream	1	+	GeneID:714990	False	exact	ortholog_supported	high	548675
macaca_mulatta	Macaca mulatta	FGFR2	2	False	PLPP4	downstream	2	+	GeneID:704483	False	exact	ortholog_supported	high	866034
macaca_mulatta	Macaca mulatta	FGFR2	3	False	SEC23IP	downstream	3	+	GeneID:704155	False	exact	ortholog_supported	high	1520166
macaca_mulatta	Macaca mulatta	FGFR2	4	False	MCMBP	downstream	4	-	GeneID:704028	False	exact	ortholog_supported	high	1591357
macaca_mulatta	Macaca mulatta	FGFR2	5	False	INPP5F	downstream	5	+	GeneID:703808	False	exact	ortholog_supported	high	1636670
callithrix_jacchus	Callithrix jacchus	FGFR2	-5	False	TACC2	upstream	5	+	GeneID:100393935	False	exact		high	370572
callithrix_jacchus	Callithrix jacchus	FGFR2	-4	False	NSMCE4A	upstream	4	-	GeneID:100397321	False	exact		high	336543
callithrix_jacchus	Callithrix jacchus	FGFR2	-3	False	LOC128929351	upstream	3	+	GeneID:128929351	True	placeholder		position_only	308198
callithrix_jacchus	Callithrix jacchus	FGFR2	-2	False	ATE1	upstream	2	-	GeneID:100396459	False	exact		high	150553
callithrix_jacchus	Callithrix jacchus	FGFR2	-1	False	LOC118146411	upstream	1	-	GeneID:118146411	True	placeholder		position_only	12334
callithrix_jacchus	Callithrix jacchus	FGFR2	0	True		target	0	-	GeneID:100393573	False	target	target	target	0
callithrix_jacchus	Callithrix jacchus	FGFR2	1	False	WDR11	downstream	1	+	GeneID:100389472	False	exact		high	561093
callithrix_jacchus	Callithrix jacchus	FGFR2	2	False	PLPP4	downstream	2	+	GeneID:100387419	False	exact		high	844206
callithrix_jacchus	Callithrix jacchus	FGFR2	3	False	LOC108587771	downstream	3	-	GeneID:108587771	True	placeholder		position_only	1586720
callithrix_jacchus	Callithrix jacchus	FGFR2	4	False	LOC108587844	downstream	4	-	GeneID:108587844	True	placeholder		position_only	1589643
callithrix_jacchus	Callithrix jacchus	FGFR2	5	False	LOC118146404	downstream	5	-	GeneID:118146404	True	placeholder		position_only	1716791
mus_musculus	Mus musculus	FGFR2	-5	False	BTBD16	upstream	5	+	GeneID:330660	False	exact	ortholog_supported	high	507261
mus_musculus	Mus musculus	FGFR2	-4	False	TACC2	upstream	4	+	GeneID:57752	False	exact	ortholog_supported	high	286197
mus_musculus	Mus musculus	FGFR2	-3	False	NSMCE4A	upstream	3	-	GeneID:67872	False	exact	ortholog_supported	high	265718
mus_musculus	Mus musculus	FGFR2	-2	False	Gm4275	upstream	2	+	GeneID:102636907	False	exact	symbol_supported_only	high	252783
mus_musculus	Mus musculus	FGFR2	-1	False	ATE1	upstream	1	-	GeneID:11907	False	exact	ortholog_supported	high	124681
mus_musculus	Mus musculus	FGFR2	0	True		target	0	-	GeneID:14183	False	target	target	target	0
mus_musculus	Mus musculus	FGFR2	1	False	WDR11	downstream	1	+	GeneID:207425	False	exact	ortholog_supported	high	526719
mus_musculus	Mus musculus	FGFR2	2	False	PLPP4	downstream	2	+	GeneID:381925	False	exact	ortholog_supported	high	771043
mus_musculus	Mus musculus	FGFR2	3	False	SEC23IP	downstream	3	+	GeneID:207352	False	exact	ortholog_supported	high	1377621
mus_musculus	Mus musculus	FGFR2	4	False	MCMBP	downstream	4	-	GeneID:210711	False	exact	ortholog_supported	high	1422028
mus_musculus	Mus musculus	FGFR2	5	False	INPP5F	downstream	5	+	GeneID:101490	False	exact	ortholog_supported	high	1466020
rattus_norvegicus	Rattus norvegicus	FGFR2	-5	False	Btbd16	upstream	5	+	GeneID:361658	False	exact		high	484327
rattus_norvegicus	Rattus norvegicus	FGFR2	-4	False	Tacc2	upstream	4	+	GeneID:309025	False	exact		high	265514
rattus_norvegicus	Rattus norvegicus	FGFR2	-3	False	Nsmce4a	upstream	3	-	GeneID:293528	False	exact		high	251450
rattus_norvegicus	Rattus norvegicus	FGFR2	-2	False	RGD1563285	upstream	2	+	GeneID:499273	False	exact		high	234194
rattus_norvegicus	Rattus norvegicus	FGFR2	-1	False	Ate1	upstream	1	-	GeneID:293526	False	exact		high	110929
rattus_norvegicus	Rattus norvegicus	FGFR2	0	True		target	0	-	GeneID:25022	False	target	target	target	0
rattus_norvegicus	Rattus norvegicus	FGFR2	1	False	Ska2l1	downstream	1	+	GeneID:102555739	False	exact		high	445238
rattus_norvegicus	Rattus norvegicus	FGFR2	2	False	Wdr11	downstream	2	+	GeneID:309016	False	exact		high	534554
rattus_norvegicus	Rattus norvegicus	FGFR2	3	False	Plpp4	downstream	3	+	GeneID:309014	False	exact		high	786044
rattus_norvegicus	Rattus norvegicus	FGFR2	4	False	Sec23ip	downstream	4	+	GeneID:309010	False	exact		high	1381358
rattus_norvegicus	Rattus norvegicus	FGFR2	5	False	Mcmbp	downstream	5	-	GeneID:309009	False	exact		high	1428322
oryctolagus_cuniculus	Oryctolagus cuniculus	FGFR2	-5	False	BTBD16	upstream	5	-	GeneID:100357343	False	exact		high	544576
oryctolagus_cuniculus	Oryctolagus cuniculus	FGFR2	-4	False	TACC2	upstream	4	-	GeneID:100357089	False	exact		high	327242
oryctolagus_cuniculus	Oryctolagus cuniculus	FGFR2	-3	False	NSMCE4A	upstream	3	+	GeneID:100356831	False	exact		high	302448
oryctolagus_cuniculus	Oryctolagus cuniculus	FGFR2	-2	False	LOC127484174	upstream	2	-	GeneID:127484174	True	placeholder		position_only	296179
oryctolagus_cuniculus	Oryctolagus cuniculus	FGFR2	-1	False	ATE1	upstream	1	+	GeneID:100338175	False	exact		high	97834
oryctolagus_cuniculus	Oryctolagus cuniculus	FGFR2	0	True		target	0	+	GeneID:100009417	False	target	target	target	0
oryctolagus_cuniculus	Oryctolagus cuniculus	FGFR2	1	False	WDR11	downstream	1	-	GeneID:100359323	False	exact		high	466088
oryctolagus_cuniculus	Oryctolagus cuniculus	FGFR2	2	False	PLPP4	downstream	2	-	GeneID:100356065	False	exact		high	739181
oryctolagus_cuniculus	Oryctolagus cuniculus	FGFR2	3	False	SEC23IP	downstream	3	-	GeneID:100358551	False	exact		high	1344903
oryctolagus_cuniculus	Oryctolagus cuniculus	FGFR2	4	False	MCMBP	downstream	4	+	GeneID:100358288	False	exact		high	1418895
oryctolagus_cuniculus	Oryctolagus cuniculus	FGFR2	5	False	INPP5F	downstream	5	-	GeneID:100355074	False	exact		high	1477286
canis_lupus_familiaris	Canis lupus familiaris	FGFR2	-5	False	BTBD16	upstream	5	+	GeneID:486920	False	exact	ortholog_supported	high	547509
canis_lupus_familiaris	Canis lupus familiaris	FGFR2	-4	False	TACC2	upstream	4	+	GeneID:477850	False	exact	ortholog_supported	high	345710
canis_lupus_familiaris	Canis lupus familiaris	FGFR2	-3	False	NSMCE4A	upstream	3	-	GeneID:119866604	False	exact	ortholog_supported	high	306421
canis_lupus_familiaris	Canis lupus familiaris	FGFR2	-2	False	LOC119866605	upstream	2	+	GeneID:119866605	True	unresolved	raw_id_only	none	285669
canis_lupus_familiaris	Canis lupus familiaris	FGFR2	-1	False	ATE1	upstream	1	-	GeneID:486919	False	exact	ortholog_supported	high	123944
canis_lupus_familiaris	Canis lupus familiaris	FGFR2	0	True		target	0	-	GeneID:415125	False	target	target	target	0
canis_lupus_familiaris	Canis lupus familiaris	FGFR2	1	False	WDR11	downstream	1	+	GeneID:477847	False	exact	ortholog_supported	high	475678
canis_lupus_familiaris	Canis lupus familiaris	FGFR2	2	False	PLPP4	downstream	2	+	GeneID:477846	False	exact	ortholog_supported	high	719192
canis_lupus_familiaris	Canis lupus familiaris	FGFR2	3	False	SEC23IP	downstream	3	+	GeneID:477845	False	exact	ortholog_supported	high	1249150
canis_lupus_familiaris	Canis lupus familiaris	FGFR2	4	False	MCMBP	downstream	4	-	GeneID:612966	False	exact	ortholog_supported	high	1300260
canis_lupus_familiaris	Canis lupus familiaris	FGFR2	5	False	INPP5F	downstream	5	+	GeneID:100856192	False	exact	ortholog_supported	high	1350784
felis_catus	Felis catus	FGFR2	-5	False	BTBD16	upstream	5	+	GeneID:101095685	False	exact		high	551798
felis_catus	Felis catus	FGFR2	-4	False	TACC2	upstream	4	+	GeneID:101090968	False	exact		high	330157
felis_catus	Felis catus	FGFR2	-3	False	NSMCE4A	upstream	3	-	GeneID:101095440	False	exact		high	301251
felis_catus	Felis catus	FGFR2	-2	False	LOC109492740	upstream	2	+	GeneID:109492740	True	placeholder		position_only	280328
felis_catus	Felis catus	FGFR2	-1	False	ATE1	upstream	1	-	GeneID:101090722	False	exact		high	126808
felis_catus	Felis catus	FGFR2	0	True		target	0	-	GeneID:101095198	False	target	target	target	0
felis_catus	Felis catus	FGFR2	1	False	WDR11	downstream	1	+	GeneID:101094957	False	exact		high	479310
felis_catus	Felis catus	FGFR2	2	False	PLPP4	downstream	2	+	GeneID:101094704	False	exact		high	745893
felis_catus	Felis catus	FGFR2	3	False	SEC23IP	downstream	3	+	GeneID:101090215	False	exact		high	1317589
felis_catus	Felis catus	FGFR2	4	False	MCMBP	downstream	4	-	GeneID:101089966	False	exact		high	1374810
felis_catus	Felis catus	FGFR2	5	False	INPP5F	downstream	5	+	GeneID:101094453	False	exact		high	1424527
bos_taurus	Bos taurus	FGFR2	-5	False	BTBD16	upstream	5	+	GeneID:518515	False	exact	ortholog_supported	high	559179
bos_taurus	Bos taurus	FGFR2	-4	False	TACC2	upstream	4	+	GeneID:533768	False	exact	ortholog_supported	high	319893
bos_taurus	Bos taurus	FGFR2	-3	False	NSMCE4A	upstream	3	-	GeneID:527312	False	exact	ortholog_supported	high	283941
bos_taurus	Bos taurus	FGFR2	-2	False	ATE1OS	upstream	2	+	GeneID:101907255	False	exact	symbol_supported_only	high	268124
bos_taurus	Bos taurus	FGFR2	-1	False	ATE1	upstream	1	-	GeneID:534601	False	exact	ortholog_supported	high	107633
bos_taurus	Bos taurus	FGFR2	0	True		target	0	-	GeneID:404193	False	target	target	target	0
bos_taurus	Bos taurus	FGFR2	1	False	WDR11	downstream	1	+	GeneID:525169	False	exact	ortholog_supported	high	552115
bos_taurus	Bos taurus	FGFR2	2	False	PLPP4	downstream	2	+	GeneID:529067	False	exact	ortholog_supported	high	793892
bos_taurus	Bos taurus	FGFR2	3	False	SEC23IP	downstream	3	+	GeneID:508557	False	exact	ortholog_supported	high	1409492
bos_taurus	Bos taurus	FGFR2	4	False	MCMBP	downstream	4	-	GeneID:514863	False	exact	ortholog_supported	high	1464406
bos_taurus	Bos taurus	FGFR2	5	False	INPP5F	downstream	5	+	GeneID:539889	False	exact	ortholog_supported	high	1504428
sus_scrofa	Sus scrofa	FGFR2	-5	False	PLEKHA1	upstream	5	+	GeneID:100157647	False	exact		high	675931
sus_scrofa	Sus scrofa	FGFR2	-4	False	BTBD16	upstream	4	+	GeneID:100737536	False	exact		high	579393
sus_scrofa	Sus scrofa	FGFR2	-3	False	TACC2	upstream	3	+	GeneID:100152804	False	exact		high	485022
sus_scrofa	Sus scrofa	FGFR2	-2	False	NSMCE4A	upstream	2	-	GeneID:100153999	False	exact		high	307623
sus_scrofa	Sus scrofa	FGFR2	-1	False	ATE1	upstream	1	-	GeneID:100512816	False	exact		high	97018
sus_scrofa	Sus scrofa	FGFR2	0	True		target	0	-	GeneID:396762	False	target	target	target	0
sus_scrofa	Sus scrofa	FGFR2	1	False	WDR11	downstream	1	+	GeneID:100156416	False	exact		high	508559
sus_scrofa	Sus scrofa	FGFR2	2	False	PLPP4	downstream	2	+	GeneID:100152806	False	exact		high	758463
sus_scrofa	Sus scrofa	FGFR2	3	False	SEC23IP	downstream	3	+	GeneID:100157013	False	exact		high	1372453
sus_scrofa	Sus scrofa	FGFR2	4	False	MCMBP	downstream	4	-	GeneID:100155791	False	exact		high	1440810
sus_scrofa	Sus scrofa	FGFR2	5	False	INPP5F	downstream	5	+	GeneID:100144587	False	exact		high	1511554
equus_caballus	Equus caballus	FGFR2	-5	False	BTBD16	upstream	5	-	GeneID:100064634	False	exact		high	558919
equus_caballus	Equus caballus	FGFR2	-4	False	TACC2	upstream	4	-	GeneID:100064696	False	exact		high	340297
equus_caballus	Equus caballus	FGFR2	-3	False	NSMCE4A	upstream	3	+	GeneID:100064829	False	exact		high	302454
equus_caballus	Equus caballus	FGFR2	-2	False	ATE1OS	upstream	2	-	GeneID:111772923	False	exact		high	294526
equus_caballus	Equus caballus	FGFR2	-1	False	ATE1	upstream	1	+	GeneID:100064881	False	exact		high	112348
equus_caballus	Equus caballus	FGFR2	0	True		target	0	+	GeneID:100033956	False	target	target	target	0
equus_caballus	Equus caballus	FGFR2	1	False	WDR11	downstream	1	-	GeneID:100065386	False	exact		high	502838
equus_caballus	Equus caballus	FGFR2	2	False	PLPP4	downstream	2	-	GeneID:100065462	False	exact		high	755942
equus_caballus	Equus caballus	FGFR2	3	False	SEC23IP	downstream	3	-	GeneID:100058564	False	exact		high	1313696
equus_caballus	Equus caballus	FGFR2	4	False	MCMBP	downstream	4	+	GeneID:100065714	False	exact		high	1370634
equus_caballus	Equus caballus	FGFR2	5	False	INPP5F	downstream	5	-	GeneID:100065762	False	exact		high	1416079
ovis_aries	Ovis aries	FGFR2	-5	False	PLEKHA1	upstream	5	+	GeneID:101110806	False	exact		high	638870
ovis_aries	Ovis aries	FGFR2	-4	False	BTBD16	upstream	4	+	GeneID:101110555	False	exact		high	545418
ovis_aries	Ovis aries	FGFR2	-3	False	TACC2	upstream	3	+	GeneID:101123429	False	exact		high	313343
ovis_aries	Ovis aries	FGFR2	-2	False	NSMCE4A	upstream	2	-	GeneID:101123169	False	exact		high	285041
ovis_aries	Ovis aries	FGFR2	-1	False	ATE1	upstream	1	-	GeneID:101110286	False	exact		high	108421
ovis_aries	Ovis aries	FGFR2	0	True		target	0	-	GeneID:443548	False	target	target	target	0
ovis_aries	Ovis aries	FGFR2	1	False	WDR11	downstream	1	+	GeneID:101109577	False	exact		high	563684
ovis_aries	Ovis aries	FGFR2	2	False	PLPP4	downstream	2	+	GeneID:101109316	False	exact		high	817768
ovis_aries	Ovis aries	FGFR2	3	False	LOC114110247	downstream	3	-	GeneID:114110247	True	placeholder		position_only	1264298
ovis_aries	Ovis aries	FGFR2	4	False	SEC23IP	downstream	4	+	GeneID:101109056	False	exact		high	1429578
ovis_aries	Ovis aries	FGFR2	5	False	MCMBP	downstream	5	-	GeneID:101108791	False	exact		high	1483679
monodelphis_domestica	Monodelphis domestica	FGFR2	-5	False	TACC2	upstream	5	-	GeneID:100025600	False	exact		high	536043
monodelphis_domestica	Monodelphis domestica	FGFR2	-4	False	NSMCE4A	upstream	4	+	GeneID:103098792	False	exact		high	487857
monodelphis_domestica	Monodelphis domestica	FGFR2	-3	False	LOC103101299	upstream	3	+	GeneID:103101299	True	placeholder		position_only	472708
monodelphis_domestica	Monodelphis domestica	FGFR2	-2	False	ATE1	upstream	2	+	GeneID:100025687	False	exact		high	204667
monodelphis_domestica	Monodelphis domestica	FGFR2	-1	False	LOC103095209	upstream	1	-	GeneID:103095209	True	placeholder		position_only	319612
monodelphis_domestica	Monodelphis domestica	FGFR2	0	True		target	0	+	GeneID:100025727	False	target	target	target	0
monodelphis_domestica	Monodelphis domestica	FGFR2	1	False	WDR11	downstream	1	-	GeneID:100025821	False	exact		high	763164
monodelphis_domestica	Monodelphis domestica	FGFR2	2	False	LOC100025869	downstream	2	-	GeneID:100025869	True	placeholder		position_only	970041
monodelphis_domestica	Monodelphis domestica	FGFR2	3	False	PLPP4	downstream	3	-	GeneID:100025930	False	exact		high	1242818
monodelphis_domestica	Monodelphis domestica	FGFR2	4	False	SEC23IP	downstream	4	-	GeneID:100025969	False	exact		high	2174742
monodelphis_domestica	Monodelphis domestica	FGFR2	5	False	MCMBP	downstream	5	+	GeneID:100020120	False	exact		high	2223051
ornithorhynchus_anatinus	Ornithorhynchus anatinus	FGFR2	-5	False	LOC103165880	upstream	5	-	GeneID:103165880	True	placeholder		position_only	1226106
ornithorhynchus_anatinus	Ornithorhynchus anatinus	FGFR2	-4	False	LOC100084486	upstream	4	+	GeneID:100084486	True	placeholder		position_only	1531622
ornithorhynchus_anatinus	Ornithorhynchus anatinus	FGFR2	-3	False	LOC100084468	upstream	3	-	GeneID:100084468	True	placeholder		position_only	461335
ornithorhynchus_anatinus	Ornithorhynchus anatinus	FGFR2	-2	False	NSMCE4A	upstream	2	+	GeneID:100084702	False	exact		high	418986
ornithorhynchus_anatinus	Ornithorhynchus anatinus	FGFR2	-1	False	ATE1	upstream	1	+	GeneID:103170315	False	exact		high	187760
ornithorhynchus_anatinus	Ornithorhynchus anatinus	FGFR2	0	True		target	0	+	GeneID:100084641	False	target	target	target	0
ornithorhynchus_anatinus	Ornithorhynchus anatinus	FGFR2	1	False	WDR11	downstream	1	-	GeneID:100084482	False	exact		high	497778
ornithorhynchus_anatinus	Ornithorhynchus anatinus	FGFR2	2	False	PLPP4	downstream	2	-	GeneID:100084434	False	exact		high	736926
ornithorhynchus_anatinus	Ornithorhynchus anatinus	FGFR2	3	False	LOC100080688	downstream	3	-	GeneID:100080688	True	placeholder		position_only	1152285
ornithorhynchus_anatinus	Ornithorhynchus anatinus	FGFR2	4	False	LOC100084400	downstream	4	+	GeneID:100084400	True	placeholder		position_only	1199623
ornithorhynchus_anatinus	Ornithorhynchus anatinus	FGFR2	5	False	INPP5F	downstream	5	-	GeneID:100080657	False	exact		high	1244406
gallus_gallus	Gallus gallus	FGFR2	-5	False	PLEKHA1	upstream	5	+	GeneID:423940	False	exact	ortholog_supported	high	267952
gallus_gallus	Gallus gallus	FGFR2	-4	False	LYPD3	upstream	4	+	GeneID:121111178	False	weak	broad_homology_named	low	236941
gallus_gallus	Gallus gallus	FGFR2	-3	False	TACC2	upstream	3	+	GeneID:423939	False	exact	ortholog_supported	high	120863
gallus_gallus	Gallus gallus	FGFR2	-2	False	NSMCE4A	upstream	2	-	GeneID:423937	False	exact	ortholog_supported	high	108665
gallus_gallus	Gallus gallus	FGFR2	-1	False	ATE1	upstream	1	-	GeneID:423936	False	exact	ortholog_supported	high	36979
gallus_gallus	Gallus gallus	FGFR2	0	True		target	0	-	GeneID:396259	False	target	target	target	0
gallus_gallus	Gallus gallus	FGFR2	1	False	WDR11	downstream	1	+	GeneID:423935	False	exact	ortholog_supported	high	190042
gallus_gallus	Gallus gallus	FGFR2	2	False	PLPP4	downstream	2	+	GeneID:428987	False	exact	ortholog_supported	high	302161
gallus_gallus	Gallus gallus	FGFR2	3	False	SEC23IP	downstream	3	+	GeneID:423934	False	exact	ortholog_supported	high	485983
gallus_gallus	Gallus gallus	FGFR2	4	False	MCMBP	downstream	4	-	GeneID:423933	False	exact	ortholog_supported	high	505679
gallus_gallus	Gallus gallus	FGFR2	5	False	INPP5F	downstream	5	+	GeneID:423932	False	exact	ortholog_supported	high	513355
meleagris_gallopavo	Meleagris gallopavo	FGFR2	-5	False	SEC23IP	upstream	5	+	GeneID:100538585	False	exact		high	441219
meleagris_gallopavo	Meleagris gallopavo	FGFR2	-4	False	PLPP4	upstream	4	+	GeneID:100540597	False	exact		high	332913
meleagris_gallopavo	Meleagris gallopavo	FGFR2	-3	False	LOC100540753	upstream	3	+	GeneID:100540753	True	placeholder		position_only	222346
meleagris_gallopavo	Meleagris gallopavo	FGFR2	-2	False	LOC104912087	upstream	2	+	GeneID:104912087	True	placeholder		position_only	179343
meleagris_gallopavo	Meleagris gallopavo	FGFR2	-1	False	LOC104912075	upstream	1	-	GeneID:104912075	True	placeholder		position_only	43913
meleagris_gallopavo	Meleagris gallopavo	FGFR2	0	True		target	0	-	GeneID:100540905	False	target	target	target	0
meleagris_gallopavo	Meleagris gallopavo	FGFR2	1	False	LOC104912074	downstream	1	-	GeneID:104912074	True	placeholder		position_only	6631
meleagris_gallopavo	Meleagris gallopavo	FGFR2	2	False	ATE1	downstream	2	-	GeneID:100541056	False	exact		high	105168
meleagris_gallopavo	Meleagris gallopavo	FGFR2	3	False	NSMCE4A	downstream	3	-	GeneID:104909303	False	exact		high	149361
meleagris_gallopavo	Meleagris gallopavo	FGFR2	4	False	LOC104912084	downstream	4	+	GeneID:104912084	True	placeholder		position_only	238372
meleagris_gallopavo	Meleagris gallopavo	FGFR2	5	False	LOC100541207	downstream	5	+	GeneID:100541207	True	placeholder		position_only	259888
taeniopygia_guttata	Taeniopygia guttata	FGFR2	-5	False	PLEKHA1	upstream	5	+	GeneID:100217594	False	exact		high	320013
taeniopygia_guttata	Taeniopygia guttata	FGFR2	-4	False	LOC100231121	upstream	4	+	GeneID:100231121	True	placeholder		position_only	273234
