species_id	scientific_name	protein_id	protein_length	exon_label	native_start	native_end
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	840	E12	578	641
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	840	E13	642	682
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	840	E14	683	706
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	840	E15	706	752
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	840	E16	752	787
callithrix_jacchus	Callithrix jacchus	XP_078202765.1	840	E17	788	840
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E1	1	55
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E2	56	91
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E3	91	137
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E4	137	160
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E5	161	201
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E6	202	265
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E7	265	302
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E8	302	343
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E9	343	393
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E10	394	461
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E11	461	510
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E12	511	574
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E13	574	615
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E14	616	672
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E15	672	698
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E16	698	787
mus_musculus	Mus musculus	ENSMUSP00000112430	840	E17	787	823
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E1	1	56
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E2	56	145
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E3	145	171
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E4	171	227
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E5	228	269
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E6	269	332
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E7	333	382
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E8	382	450
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E9	450	500
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E10	500	541
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E11	541	578
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E12	578	641
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E13	642	682
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E14	683	706
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E15	706	752
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E16	752	787
rattus_norvegicus	Rattus norvegicus	XP_063137149.1	840	E17	788	840
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E1	1	56
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E2	56	145
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E3	145	171
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E4	171	227
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E5	228	269
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E6	269	332
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E7	333	382
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E8	382	449
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E9	450	500
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E10	500	541
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E11	541	578
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E12	578	641
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E13	642	682
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E14	683	706
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E15	706	752
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E16	752	787
oryctolagus_cuniculus	Oryctolagus cuniculus	XP_069913096.1	840	E17	788	840
canis_lupus_familiaris	Canis lupus familiaris	NP_001003336.1	707	IIIb cassette (validated reference)	199	244
felis_catus	Felis catus	XP_044896695.1	840	E1	1	57
felis_catus	Felis catus	XP_044896695.1	840	E2	57	146
felis_catus	Felis catus	XP_044896695.1	840	E3	146	171
felis_catus	Felis catus	XP_044896695.1	840	E4	171	227
felis_catus	Felis catus	XP_044896695.1	840	E5	228	269
felis_catus	Felis catus	XP_044896695.1	840	E6	269	332
felis_catus	Felis catus	XP_044896695.1	840	E7	333	382
felis_catus	Felis catus	XP_044896695.1	840	E8	382	449
felis_catus	Felis catus	XP_044896695.1	840	E9	450	500
felis_catus	Felis catus	XP_044896695.1	840	E10	500	541
felis_catus	Felis catus	XP_044896695.1	840	E11	541	578
felis_catus	Felis catus	XP_044896695.1	840	E12	578	641
felis_catus	Felis catus	XP_044896695.1	840	E13	642	682
felis_catus	Felis catus	XP_044896695.1	840	E14	683	706
felis_catus	Felis catus	XP_044896695.1	840	E15	706	752
felis_catus	Felis catus	XP_044896695.1	840	E16	752	787
felis_catus	Felis catus	XP_044896695.1	840	E17	788	840
bos_taurus	Bos taurus	XP_059737724.1	840	E1	1	56
bos_taurus	Bos taurus	XP_059737724.1	840	E2	56	145
bos_taurus	Bos taurus	XP_059737724.1	840	E3	145	171
bos_taurus	Bos taurus	XP_059737724.1	840	E4	171	227
bos_taurus	Bos taurus	XP_059737724.1	840	E5	228	269
bos_taurus	Bos taurus	XP_059737724.1	840	E6	269	332
bos_taurus	Bos taurus	XP_059737724.1	840	E7	333	382
bos_taurus	Bos taurus	XP_059737724.1	840	E8	382	450
bos_taurus	Bos taurus	XP_059737724.1	840	E9	450	500
bos_taurus	Bos taurus	XP_059737724.1	840	E10	500	541
bos_taurus	Bos taurus	XP_059737724.1	840	E11	541	578
bos_taurus	Bos taurus	XP_059737724.1	840	E12	578	641
bos_taurus	Bos taurus	XP_059737724.1	840	E13	642	682
bos_taurus	Bos taurus	XP_059737724.1	840	E14	683	706
bos_taurus	Bos taurus	XP_059737724.1	840	E15	706	752
bos_taurus	Bos taurus	XP_059737724.1	840	E16	752	787
bos_taurus	Bos taurus	XP_059737724.1	840	E17	788	840
sus_scrofa	Sus scrofa	XP_084849197.1	840	E1	1	56
sus_scrofa	Sus scrofa	XP_084849197.1	840	E2	56	145
sus_scrofa	Sus scrofa	XP_084849197.1	840	E3	145	171
sus_scrofa	Sus scrofa	XP_084849197.1	840	E4	171	227
sus_scrofa	Sus scrofa	XP_084849197.1	840	E5	228	269
sus_scrofa	Sus scrofa	XP_084849197.1	840	E6	269	332
sus_scrofa	Sus scrofa	XP_084849197.1	840	E7	333	382
sus_scrofa	Sus scrofa	XP_084849197.1	840	E8	382	450
sus_scrofa	Sus scrofa	XP_084849197.1	840	E9	450	500
sus_scrofa	Sus scrofa	XP_084849197.1	840	E10	500	541
sus_scrofa	Sus scrofa	XP_084849197.1	840	E11	541	578
sus_scrofa	Sus scrofa	XP_084849197.1	840	E12	578	641
sus_scrofa	Sus scrofa	XP_084849197.1	840	E13	642	682
sus_scrofa	Sus scrofa	XP_084849197.1	840	E14	683	706
sus_scrofa	Sus scrofa	XP_084849197.1	840	E15	706	752
sus_scrofa	Sus scrofa	XP_084849197.1	840	E16	752	787
sus_scrofa	Sus scrofa	XP_084849197.1	840	E17	788	840
equus_caballus	Equus caballus	XP_014588430.1	886	E1	1	9
equus_caballus	Equus caballus	XP_014588430.1	886	E2	9	106
equus_caballus	Equus caballus	XP_014588430.1	886	E3	106	195
equus_caballus	Equus caballus	XP_014588430.1	886	E4	195	221
equus_caballus	Equus caballus	XP_014588430.1	886	E5	221	277
equus_caballus	Equus caballus	XP_014588430.1	886	E6	278	319
equus_caballus	Equus caballus	XP_014588430.1	886	E7	319	382
equus_caballus	Equus caballus	XP_014588430.1	886	E8	383	432
equus_caballus	Equus caballus	XP_014588430.1	886	E9	432	499
equus_caballus	Equus caballus	XP_014588430.1	886	E10	500	550
equus_caballus	Equus caballus	XP_014588430.1	886	E11	550	591
equus_caballus	Equus caballus	XP_014588430.1	886	E12	591	628
equus_caballus	Equus caballus	XP_014588430.1	886	E13	628	691
equus_caballus	Equus caballus	XP_014588430.1	886	E14	692	732
equus_caballus	Equus caballus	XP_014588430.1	886	E15	733	756
equus_caballus	Equus caballus	XP_014588430.1	886	E16	756	802
equus_caballus	Equus caballus	XP_014588430.1	886	E17	802	837
equus_caballus	Equus caballus	XP_014588430.1	886	E18	838	886
ovis_aries	Ovis aries	XP_060260490.1	840	E1	1	56
ovis_aries	Ovis aries	XP_060260490.1	840	E2	56	145
ovis_aries	Ovis aries	XP_060260490.1	840	E3	145	171
ovis_aries	Ovis aries	XP_060260490.1	840	E4	171	227
ovis_aries	Ovis aries	XP_060260490.1	840	E5	228	269
ovis_aries	Ovis aries	XP_060260490.1	840	E6	269	332
ovis_aries	Ovis aries	XP_060260490.1	840	E7	333	382
ovis_aries	Ovis aries	XP_060260490.1	840	E8	382	450
ovis_aries	Ovis aries	XP_060260490.1	840	E9	450	500
ovis_aries	Ovis aries	XP_060260490.1	840	E10	500	541
ovis_aries	Ovis aries	XP_060260490.1	840	E11	541	578
ovis_aries	Ovis aries	XP_060260490.1	840	E12	578	641
ovis_aries	Ovis aries	XP_060260490.1	840	E13	642	682
ovis_aries	Ovis aries	XP_060260490.1	840	E14	683	706
ovis_aries	Ovis aries	XP_060260490.1	840	E15	706	752
ovis_aries	Ovis aries	XP_060260490.1	840	E16	752	787
ovis_aries	Ovis aries	XP_060260490.1	840	E17	788	840
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E1	1	56
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E2	56	145
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E3	145	170
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E4	170	226
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E5	227	268
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E6	268	331
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E7	332	381
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E8	381	448
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E9	449	499
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E10	499	540
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E11	540	577
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E12	577	640
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E13	641	681
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E14	682	705
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E15	705	751
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E16	751	786
monodelphis_domestica	Monodelphis domestica	XP_056659242.1	839	E17	787	839
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E1	1	56
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E2	56	145
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E3	145	170
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E4	170	226
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E5	227	268
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E6	268	331
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E7	332	381
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E8	381	448
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E9	449	499
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E10	499	540
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E11	540	577
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E12	577	640
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E13	641	681
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E14	682	705
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E15	705	751
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E16	751	786
ornithorhynchus_anatinus	Ornithorhynchus anatinus	XP_028936644.1	839	E17	787	839
gallus_gallus	Gallus gallus	NP_990650.2	842	E1	1	59
gallus_gallus	Gallus gallus	NP_990650.2	842	E2	59	148
gallus_gallus	Gallus gallus	NP_990650.2	842	E3	148	173
gallus_gallus	Gallus gallus	NP_990650.2	842	E4	173	229
gallus_gallus	Gallus gallus	NP_990650.2	842	E5	230	271
gallus_gallus	Gallus gallus	NP_990650.2	842	E6	271	334
gallus_gallus	Gallus gallus	NP_990650.2	842	E7	335	384
gallus_gallus	Gallus gallus	NP_990650.2	842	E8	384	451
gallus_gallus	Gallus gallus	NP_990650.2	842	E9	452	502
gallus_gallus	Gallus gallus	NP_990650.2	842	E10	502	543
gallus_gallus	Gallus gallus	NP_990650.2	842	E11	543	580
gallus_gallus	Gallus gallus	NP_990650.2	842	E12	580	643
gallus_gallus	Gallus gallus	NP_990650.2	842	E13	644	684
gallus_gallus	Gallus gallus	NP_990650.2	842	E14	685	708
gallus_gallus	Gallus gallus	NP_990650.2	842	E15	708	754
gallus_gallus	Gallus gallus	NP_990650.2	842	E16	754	789
gallus_gallus	Gallus gallus	NP_990650.2	842	E17	790	842
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	627	E1	1	103
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	627	E2	104	167
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	627	E3	167	204
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	627	E4	204	245
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	627	E5	245	295
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	627	E6	296	361
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	627	E7	361	409
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	627	E8	410	473
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	627	E9	473	514
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	627	E10	515	571
meleagris_gallopavo	Meleagris gallopavo	ENSMGAP00000031571	627	E11	571	627
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E1	1	21
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E2	21	107
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E3	107	196
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E4	196	221
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E5	221	277
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E6	278	319
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E7	319	382
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E8	383	432
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E9	432	500
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E10	500	550
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E11	550	591
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E12	591	628
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E13	628	691
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E14	692	732
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E15	733	756
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E16	756	802
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E17	802	837
taeniopygia_guttata	Taeniopygia guttata	XP_072787409.1	890	E18	838	890
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E1	1	7
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E2	7	94
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E3	94	179
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E4	179	204
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E5	204	260
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E6	261	302
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E7	302	365
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E8	366	414
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E9	414	482
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E10	482	532
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E11	532	573
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E12	573	610
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E13	610	673
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E14	674	714
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E15	715	738
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E16	738	784
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E17	784	819
anolis_carolinensis	Anolis carolinensis	XP_062832081.1	873	E18	820	873
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E1	1	59
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E2	59	148
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E3	148	173
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E4	173	229
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E5	230	271
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E6	271	334
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E7	335	384
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E8	384	451
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E9	452	502
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E10	502	543
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E11	543	580
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E12	580	643
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E13	644	684
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E14	685	708
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E15	708	754
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E16	754	789
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E17	790	815
alligator_mississippiensis	Alligator mississippiensis	XP_006266188.1	868	E18	815	868
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E1	1	59
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E2	59	146
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E3	146	171
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E4	171	227
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E5	228	269
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E6	269	332
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E7	333	379
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E8	379	446
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E9	447	497
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E10	497	538
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E11	538	575
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E12	575	638
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E13	639	679
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E14	680	703
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E15	703	749
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E16	749	784
chrysemys_picta_bellii	Chrysemys picta bellii	XP_065408413.1	840	E17	785	839
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E1	1	53
xenopus_tropicalis	Xenopus tropicalis	ENSXETP00000069725	910	E2	53	138
