comparable_boundary_group_id	mapping_method	mapping_status	mapping_confidence	msa_column	species_id	scientific_name	taxonomic_group	protein_id	transcript_id	boundary_id	exon_transition	native_position	nearest_domain_instance_id	nearest_domain_accession	nearest_domain_label	nearest_domain_start	nearest_domain_end	nearest_edge	nearest_edge_position	signed_distance	absolute_distance	boundary_class	domain_annotation_available
CBG15	msa_aligned_position	supported_comparable	0.733	159	sus_scrofa	Sus scrofa	Other mammals	XP_084849197.1	XM_084993071.1	XP_084849197.1:E1_E2	E1 → E2	56	IPR007110:64-128	IPR007110	Ig1	64	128	start	64	-8	8	outside_annotated_domains	true
CBG15	msa_aligned_position	supported_comparable	0.733	159	equus_caballus	Equus caballus	Other mammals	XP_014588430.1	XM_014732944.3	XP_014588430.1:E2_E3	E2 → E3	106	IPR007110:114-178	IPR007110	Ig1	114	178	start	114	-8	8	outside_annotated_domains	true
CBG15	msa_aligned_position	supported_comparable	0.733	159	ovis_aries	Ovis aries	Other mammals	XP_060260490.1	XM_060404507.1	XP_060260490.1:E1_E2	E1 → E2	56	IPR007110:64-128	IPR007110	Ig1	64	128	start	64	-8	8	outside_annotated_domains	true
CBG15	msa_aligned_position	supported_comparable	0.733	159	monodelphis_domestica	Monodelphis domestica	Other mammals	XP_056659242.1	XM_056803264.1	XP_056659242.1:E1_E2	E1 → E2	56	IPR013098:65-142	IPR013098	Ig1	65	142	start	65	-9	9	outside_annotated_domains	true
CBG15	msa_aligned_position	supported_comparable	0.733	159	ornithorhynchus_anatinus	Ornithorhynchus anatinus	Other mammals	XP_028936644.1	XM_029080811.2	XP_028936644.1:E1_E2	E1 → E2	56	IPR013151:69-137	IPR013151	Ig1	69	137	start	69	-13	13	outside_annotated_domains	true
CBG15	msa_aligned_position	supported_comparable	0.733	159	gallus_gallus	Gallus gallus	Birds	NP_990650.2	NM_205319.4	NP_990650.2:E1_E2	E1 → E2	59	IPR007110:67-131	IPR007110	Ig1	67	131	start	67	-8	8	outside_annotated_domains	true
CBG15	msa_aligned_position	supported_comparable	0.733	159	taeniopygia_guttata	Taeniopygia guttata	Birds	XP_072787409.1	XM_072931308.1	XP_072787409.1:E2_E3	E2 → E3	107	IPR007110:115-179	IPR007110	Ig1	115	179	start	115	-8	8	outside_annotated_domains	true
CBG15	msa_aligned_position	supported_comparable	0.733	159	anolis_carolinensis	Anolis carolinensis	Reptiles	XP_062832081.1	XM_062976011.1	XP_062832081.1:E2_E3	E2 → E3	94	IPR007110:102-166	IPR007110	Ig1	102	166	start	102	-8	8	outside_annotated_domains	true
CBG15	msa_aligned_position	supported_comparable	0.733	159	alligator_mississippiensis	Alligator mississippiensis	Reptiles	XP_006266188.1	XM_006266126.4	XP_006266188.1:E1_E2	E1 → E2	59	IPR007110:67-131	IPR007110	Ig1	67	131	start	67	-8	8	outside_annotated_domains	true
CBG15	msa_aligned_position	supported_comparable	0.733	159	chrysemys_picta_bellii	Chrysemys picta bellii	Reptiles	XP_065408413.1	XM_065552341.1	XP_065408413.1:E1_E2	E1 → E2	59	IPR007110:67-129	IPR007110	Ig1	67	129	start	67	-8	8	outside_annotated_domains	true
CBG15	msa_aligned_position	supported_comparable	0.733	159	ambystoma_mexicanum	Ambystoma mexicanum	Amphibians	XP_069468056.1	XM_069611955.1	XP_069468056.1:E1_E2	E1 → E2	56	IPR007110:58-144	IPR007110	Ig1	58	144	start	58	-2	2	near_domain_edge	true
CBG15	msa_aligned_position	supported_comparable	0.733	159	danio_rerio	Danio rerio	Teleost fish	XP_068081038.1	XM_068224937.2	XP_068081038.1:E1_E2	E1 → E2	61	IPR013098:75-137	IPR013098	Ig1	75	137	start	75	-14	14	outside_annotated_domains	true
CBG15	msa_aligned_position	supported_comparable	0.733	159	oryzias_latipes	Oryzias latipes	Teleost fish	XP_078787744.1	XM_078931618.1	XP_078787744.1:E1_E2	E1 → E2	57	IPR007110:67-128	IPR007110	Ig1	67	128	start	67	-10	10	outside_annotated_domains	true
CBG15	msa_aligned_position	supported_comparable	0.733	159	oreochromis_niloticus	Oreochromis niloticus	Teleost fish	ENSONIP00000063320	ENSONIT00000047381	ENSONIP00000063320:E1_E2	E1 → E2	39	IPR007110:49-110	IPR007110	Ig1	49	110	start	49	-10	10	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	pan_troglodytes	Pan troglodytes	Primates	XP_054516514.1	XM_054660539.2	XP_054516514.1:E2_E3	E2 → E3	145	IPR007110:64-129	IPR007110	Ig1	64	129	end	129	16	16	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	pongo_abelii	Pongo abelii	Primates	XP_024108704.1	XM_024252936	XP_024108704.1:E2_E3	E2 → E3	145	IPR007110:64-129	IPR007110	Ig1	64	129	end	129	16	16	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	macaca_mulatta	Macaca mulatta	Primates	XP_077803775.1	XM_077947649.1	XP_077803775.1:E2_E3	E2 → E3	145	IPR007110:64-129	IPR007110	Ig1	64	129	end	129	16	16	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	callithrix_jacchus	Callithrix jacchus	Primates	XP_078202765.1	XM_078346639.1	XP_078202765.1:E2_E3	E2 → E3	145	IPR007110:64-129	IPR007110	Ig1	64	129	end	129	16	16	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	rattus_norvegicus	Rattus norvegicus	Other mammals	XP_063137149.1	XM_063281079.1	XP_063137149.1:E2_E3	E2 → E3	145	IPR007110:64-128	IPR007110	Ig1	64	128	end	128	17	17	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	oryctolagus_cuniculus	Oryctolagus cuniculus	Other mammals	XP_069913096.1	XM_070056995.1	XP_069913096.1:E2_E3	E2 → E3	145	IPR007110:64-128	IPR007110	Ig1	64	128	end	128	17	17	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	felis_catus	Felis catus	Other mammals	XP_044896695.1	XM_045040760.1	XP_044896695.1:E2_E3	E2 → E3	146	IPR007110:65-129	IPR007110	Ig1	65	129	end	129	17	17	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	bos_taurus	Bos taurus	Other mammals	XP_059737724.1	XM_059881741.1	XP_059737724.1:E2_E3	E2 → E3	145	IPR007110:64-128	IPR007110	Ig1	64	128	end	128	17	17	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	sus_scrofa	Sus scrofa	Other mammals	XP_084849197.1	XM_084993071.1	XP_084849197.1:E2_E3	E2 → E3	145	IPR007110:64-128	IPR007110	Ig1	64	128	end	128	17	17	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	equus_caballus	Equus caballus	Other mammals	XP_014588430.1	XM_014732944.3	XP_014588430.1:E3_E4	E3 → E4	195	IPR007110:114-178	IPR007110	Ig1	114	178	end	178	17	17	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	ovis_aries	Ovis aries	Other mammals	XP_060260490.1	XM_060404507.1	XP_060260490.1:E2_E3	E2 → E3	145	IPR007110:64-128	IPR007110	Ig1	64	128	end	128	17	17	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	monodelphis_domestica	Monodelphis domestica	Other mammals	XP_056659242.1	XM_056803264.1	XP_056659242.1:E2_E3	E2 → E3	145	IPR013098:65-142	IPR013098	Ig1	65	142	end	142	3	3	near_domain_edge	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	ornithorhynchus_anatinus	Ornithorhynchus anatinus	Other mammals	XP_028936644.1	XM_029080811.2	XP_028936644.1:E2_E3	E2 → E3	145	IPR013151:69-137	IPR013151	Ig1	69	137	end	137	8	8	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	gallus_gallus	Gallus gallus	Birds	NP_990650.2	NM_205319.4	NP_990650.2:E2_E3	E2 → E3	148	IPR007110:67-131	IPR007110	Ig1	67	131	end	131	17	17	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	taeniopygia_guttata	Taeniopygia guttata	Birds	XP_072787409.1	XM_072931308.1	XP_072787409.1:E3_E4	E3 → E4	196	IPR007110:115-179	IPR007110	Ig1	115	179	end	179	17	17	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	anolis_carolinensis	Anolis carolinensis	Reptiles	XP_062832081.1	XM_062976011.1	XP_062832081.1:E3_E4	E3 → E4	179	IPR007110:102-166	IPR007110	Ig1	102	166	end	166	13	13	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	alligator_mississippiensis	Alligator mississippiensis	Reptiles	XP_006266188.1	XM_006266126.4	XP_006266188.1:E2_E3	E2 → E3	148	IPR007110:67-131	IPR007110	Ig1	67	131	end	131	17	17	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	chrysemys_picta_bellii	Chrysemys picta bellii	Reptiles	XP_065408413.1	XM_065552341.1	XP_065408413.1:E2_E3	E2 → E3	146	IPR007110:67-129	IPR007110	Ig1	67	129	end	129	17	17	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	ambystoma_mexicanum	Ambystoma mexicanum	Amphibians	XP_069468056.1	XM_069611955.1	XP_069468056.1:E2_E3	E2 → E3	145	IPR007110:58-144	IPR007110	Ig1	58	144	end	144	1	1	near_domain_edge	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	danio_rerio	Danio rerio	Teleost fish	XP_068081038.1	XM_068224937.2	XP_068081038.1:E2_E3	E2 → E3	150	IPR013098:75-137	IPR013098	Ig1	75	137	end	137	13	13	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	oryzias_latipes	Oryzias latipes	Teleost fish	XP_078787744.1	XM_078931618.1	XP_078787744.1:E2_E3	E2 → E3	143	IPR007110:67-128	IPR007110	Ig1	67	128	end	128	15	15	outside_annotated_domains	true
CBG16	msa_aligned_position	supported_comparable	0.733	356	oreochromis_niloticus	Oreochromis niloticus	Teleost fish	ENSONIP00000063320	ENSONIT00000047381	ENSONIP00000063320:E2_E3	E2 → E3	125	IPR007110:49-110	IPR007110	Ig1	49	110	end	110	15	15	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	pan_troglodytes	Pan troglodytes	Primates	XP_054516514.1	XM_054660539.2	XP_054516514.1:E3_E4	E3 → E4	171	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	pongo_abelii	Pongo abelii	Primates	XP_024108704.1	XM_024252936	XP_024108704.1:E3_E4	E3 → E4	171	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	macaca_mulatta	Macaca mulatta	Primates	XP_077803775.1	XM_077947649.1	XP_077803775.1:E3_E4	E3 → E4	171	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	callithrix_jacchus	Callithrix jacchus	Primates	XP_078202765.1	XM_078346639.1	XP_078202765.1:E3_E4	E3 → E4	171	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	rattus_norvegicus	Rattus norvegicus	Other mammals	XP_063137149.1	XM_063281079.1	XP_063137149.1:E3_E4	E3 → E4	171	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	oryctolagus_cuniculus	Oryctolagus cuniculus	Other mammals	XP_069913096.1	XM_070056995.1	XP_069913096.1:E3_E4	E3 → E4	171	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	felis_catus	Felis catus	Other mammals	XP_044896695.1	XM_045040760.1	XP_044896695.1:E3_E4	E3 → E4	171	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	bos_taurus	Bos taurus	Other mammals	XP_059737724.1	XM_059881741.1	XP_059737724.1:E3_E4	E3 → E4	171	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	sus_scrofa	Sus scrofa	Other mammals	XP_084849197.1	XM_084993071.1	XP_084849197.1:E3_E4	E3 → E4	171	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	equus_caballus	Equus caballus	Other mammals	XP_014588430.1	XM_014732944.3	XP_014588430.1:E4_E5	E4 → E5	221	IPR013098:240-317	IPR013098	Ig2	240	317	start	240	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	ovis_aries	Ovis aries	Other mammals	XP_060260490.1	XM_060404507.1	XP_060260490.1:E3_E4	E3 → E4	171	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	monodelphis_domestica	Monodelphis domestica	Other mammals	XP_056659242.1	XM_056803264.1	XP_056659242.1:E3_E4	E3 → E4	170	IPR013098:189-266	IPR013098	Ig2	189	266	start	189	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	ornithorhynchus_anatinus	Ornithorhynchus anatinus	Other mammals	XP_028936644.1	XM_029080811.2	XP_028936644.1:E3_E4	E3 → E4	170	IPR013098:189-266	IPR013098	Ig2	189	266	start	189	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	gallus_gallus	Gallus gallus	Birds	NP_990650.2	NM_205319.4	NP_990650.2:E3_E4	E3 → E4	173	IPR013098:192-269	IPR013098	Ig2	192	269	start	192	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	taeniopygia_guttata	Taeniopygia guttata	Birds	XP_072787409.1	XM_072931308.1	XP_072787409.1:E4_E5	E4 → E5	221	IPR013098:240-317	IPR013098	Ig2	240	317	start	240	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	anolis_carolinensis	Anolis carolinensis	Reptiles	XP_062832081.1	XM_062976011.1	XP_062832081.1:E4_E5	E4 → E5	204	IPR013098:223-300	IPR013098	Ig2	223	300	start	223	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	alligator_mississippiensis	Alligator mississippiensis	Reptiles	XP_006266188.1	XM_006266126.4	XP_006266188.1:E3_E4	E3 → E4	173	IPR013098:192-269	IPR013098	Ig2	192	269	start	192	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	chrysemys_picta_bellii	Chrysemys picta bellii	Reptiles	XP_065408413.1	XM_065552341.1	XP_065408413.1:E3_E4	E3 → E4	171	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	ambystoma_mexicanum	Ambystoma mexicanum	Amphibians	XP_069468056.1	XM_069611955.1	XP_069468056.1:E3_E4	E3 → E4	170	IPR013098:189-266	IPR013098	Ig2	189	266	start	189	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	danio_rerio	Danio rerio	Teleost fish	XP_068081038.1	XM_068224937.2	XP_068081038.1:E3_E4	E3 → E4	175	IPR013098:193-271	IPR013098	Ig2	193	271	start	193	-18	18	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	oryzias_latipes	Oryzias latipes	Teleost fish	XP_078787744.1	XM_078931618.1	XP_078787744.1:E3_E4	E3 → E4	168	IPR013098:187-264	IPR013098	Ig2	187	264	start	187	-19	19	outside_annotated_domains	true
CBG17	msa_aligned_position	supported_comparable	0.733	388	oreochromis_niloticus	Oreochromis niloticus	Teleost fish	ENSONIP00000063320	ENSONIT00000047381	ENSONIP00000063320:E3_E4	E3 → E4	150	IPR013098:168-246	IPR013098	Ig2	168	246	start	168	-18	18	outside_annotated_domains	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	pan_troglodytes	Pan troglodytes	Primates	XP_054516514.1	XM_054660539.2	XP_054516514.1:E4_E5	E4 → E5	227	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	pongo_abelii	Pongo abelii	Primates	XP_024108704.1	XM_024252936	XP_024108704.1:E4_E5	E4 → E5	227	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	macaca_mulatta	Macaca mulatta	Primates	XP_077803775.1	XM_077947649.1	XP_077803775.1:E4_E5	E4 → E5	227	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	callithrix_jacchus	Callithrix jacchus	Primates	XP_078202765.1	XM_078346639.1	XP_078202765.1:E4_E5	E4 → E5	227	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	rattus_norvegicus	Rattus norvegicus	Other mammals	XP_063137149.1	XM_063281079.1	XP_063137149.1:E4_E5	E4 → E5	227	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	oryctolagus_cuniculus	Oryctolagus cuniculus	Other mammals	XP_069913096.1	XM_070056995.1	XP_069913096.1:E4_E5	E4 → E5	227	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	felis_catus	Felis catus	Other mammals	XP_044896695.1	XM_045040760.1	XP_044896695.1:E4_E5	E4 → E5	227	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	bos_taurus	Bos taurus	Other mammals	XP_059737724.1	XM_059881741.1	XP_059737724.1:E4_E5	E4 → E5	227	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	sus_scrofa	Sus scrofa	Other mammals	XP_084849197.1	XM_084993071.1	XP_084849197.1:E4_E5	E4 → E5	227	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	equus_caballus	Equus caballus	Other mammals	XP_014588430.1	XM_014732944.3	XP_014588430.1:E5_E6	E5 → E6	277	IPR013098:240-317	IPR013098	Ig2	240	317	start	240	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	ovis_aries	Ovis aries	Other mammals	XP_060260490.1	XM_060404507.1	XP_060260490.1:E4_E5	E4 → E5	227	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	monodelphis_domestica	Monodelphis domestica	Other mammals	XP_056659242.1	XM_056803264.1	XP_056659242.1:E4_E5	E4 → E5	226	IPR013098:189-266	IPR013098	Ig2	189	266	start	189	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	ornithorhynchus_anatinus	Ornithorhynchus anatinus	Other mammals	XP_028936644.1	XM_029080811.2	XP_028936644.1:E4_E5	E4 → E5	226	IPR013098:189-266	IPR013098	Ig2	189	266	start	189	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	gallus_gallus	Gallus gallus	Birds	NP_990650.2	NM_205319.4	NP_990650.2:E4_E5	E4 → E5	229	IPR013098:192-269	IPR013098	Ig2	192	269	start	192	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	taeniopygia_guttata	Taeniopygia guttata	Birds	XP_072787409.1	XM_072931308.1	XP_072787409.1:E5_E6	E5 → E6	277	IPR013098:240-317	IPR013098	Ig2	240	317	start	240	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	anolis_carolinensis	Anolis carolinensis	Reptiles	XP_062832081.1	XM_062976011.1	XP_062832081.1:E5_E6	E5 → E6	260	IPR013098:223-300	IPR013098	Ig2	223	300	start	223	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	alligator_mississippiensis	Alligator mississippiensis	Reptiles	XP_006266188.1	XM_006266126.4	XP_006266188.1:E4_E5	E4 → E5	229	IPR013098:192-269	IPR013098	Ig2	192	269	start	192	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	chrysemys_picta_bellii	Chrysemys picta bellii	Reptiles	XP_065408413.1	XM_065552341.1	XP_065408413.1:E4_E5	E4 → E5	227	IPR013098:190-267	IPR013098	Ig2	190	267	start	190	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	ambystoma_mexicanum	Ambystoma mexicanum	Amphibians	XP_069468056.1	XM_069611955.1	XP_069468056.1:E4_E5	E4 → E5	226	IPR013098:189-266	IPR013098	Ig2	189	266	start	189	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	danio_rerio	Danio rerio	Teleost fish	XP_068081038.1	XM_068224937.2	XP_068081038.1:E4_E5	E4 → E5	231	IPR013098:193-271	IPR013098	Ig2	193	271	start	193	38	38	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	oryzias_latipes	Oryzias latipes	Teleost fish	XP_078787744.1	XM_078931618.1	XP_078787744.1:E4_E5	E4 → E5	224	IPR013098:187-264	IPR013098	Ig2	187	264	start	187	37	37	inside_domain	true
CBG18	msa_aligned_position	supported_comparable	0.733	444	oreochromis_niloticus	Oreochromis niloticus	Teleost fish	ENSONIP00000063320	ENSONIT00000047381	ENSONIP00000063320:E4_E5	E4 → E5	206	IPR013098:168-246	IPR013098	Ig2	168	246	start	168	38	38	inside_domain	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	pan_troglodytes	Pan troglodytes	Primates	XP_054516514.1	XM_054660539.2	XP_054516514.1:E5_E6	E5 → E6	269	IPR013098:190-267	IPR013098	Ig2	190	267	end	267	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	pongo_abelii	Pongo abelii	Primates	XP_024108704.1	XM_024252936	XP_024108704.1:E5_E6	E5 → E6	269	IPR013098:190-267	IPR013098	Ig2	190	267	end	267	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	macaca_mulatta	Macaca mulatta	Primates	XP_077803775.1	XM_077947649.1	XP_077803775.1:E5_E6	E5 → E6	269	IPR013098:190-267	IPR013098	Ig2	190	267	end	267	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	callithrix_jacchus	Callithrix jacchus	Primates	XP_078202765.1	XM_078346639.1	XP_078202765.1:E5_E6	E5 → E6	269	IPR013098:190-267	IPR013098	Ig2	190	267	end	267	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	rattus_norvegicus	Rattus norvegicus	Other mammals	XP_063137149.1	XM_063281079.1	XP_063137149.1:E5_E6	E5 → E6	269	IPR013098:190-267	IPR013098	Ig2	190	267	end	267	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	oryctolagus_cuniculus	Oryctolagus cuniculus	Other mammals	XP_069913096.1	XM_070056995.1	XP_069913096.1:E5_E6	E5 → E6	269	IPR013098:190-267	IPR013098	Ig2	190	267	end	267	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	felis_catus	Felis catus	Other mammals	XP_044896695.1	XM_045040760.1	XP_044896695.1:E5_E6	E5 → E6	269	IPR013098:190-267	IPR013098	Ig2	190	267	end	267	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	bos_taurus	Bos taurus	Other mammals	XP_059737724.1	XM_059881741.1	XP_059737724.1:E5_E6	E5 → E6	269	IPR013098:190-267	IPR013098	Ig2	190	267	end	267	2	2	near_domain_edge	true
CBG19	msa_aligned_position	supported_comparable	0.733	486	sus_scrofa	Sus scrofa	Other mammals	XP_084849197.1	XM_084993071.1	XP_084849197.1:E5_E6	E5 → E6	269	IPR013098:190-267	IPR013098	Ig2	190	267	end	267	2	2	near_domain_edge	true
