species_id	scientific_name	CBG3	CBG15	CBG16	CBG17	CBG18	CBG19	CBG20	CBG21	CBG22	CBG23	CBG24	CBG25	CBG26	CBG27	CBG28	CBG29	CBG30	CBG31	CBG35	CBG38	CBG42	CBG43	CBG44	CBG45	CBG46	CBG47	CBG48	CBG49	CBG50	CBG51	CBG52	CBG62	CBG72	CBG74	CBG75	CBG76	CBG77	CBG78	CBG79	CBG80	CBG81	CBG82	CBG84	CBG91	CBG97	CBG101	CBG102	CBG105	CBG107	CBG109	CBG113	CBG123
felis_catus	Felis catus	boundary_absent_or_unmapped	-8	17	-19	37	2	-33	17	boundary_absent_or_unmapped	44	85	122	-148	-107	-83	-37	-2	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	-7	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped
bos_taurus	Bos taurus	boundary_absent_or_unmapped	-8	17	-19	37	2	-33	17	-6	44	85	122	-148	-107	-83	-37	-2	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped
sus_scrofa	Sus scrofa	boundary_absent_or_unmapped	-8	17	-19	37	2	-33	17	-6	44	85	122	-139	-98	-74	-28	7	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped
equus_caballus	Equus caballus	boundary_absent_or_unmapped	-8	17	-19	37	2	-33	17	boundary_absent_or_unmapped	44	85	122	-148	-107	-83	-37	-2	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	-7	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped
ovis_aries	Ovis aries	boundary_absent_or_unmapped	-8	17	-19	37	2	-33	17	-6	44	85	122	-148	-107	-83	-37	-2	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped
monodelphis_domestica	Monodelphis domestica	boundary_absent_or_unmapped	-9	3	-19	37	2	-33	17	boundary_absent_or_unmapped	44	85	122	-148	-107	-83	-37	-2	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	-7	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped
ornithorhynchus_anatinus	Ornithorhynchus anatinus	boundary_absent_or_unmapped	-13	8	-19	37	2	-33	17	boundary_absent_or_unmapped	44	85	122	-148	-107	-83	-37	-2	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	-7	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped
gallus_gallus	Gallus gallus	boundary_absent_or_unmapped	-8	17	-19	37	2	-33	17	boundary_absent_or_unmapped	44	85	122	-148	-107	-83	-37	-2	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	-7	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped
meleagris_gallopavo	Meleagris gallopavo	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	33	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	-113	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	20	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped
taeniopygia_guttata	Taeniopygia guttata	boundary_absent_or_unmapped	-8	17	-19	37	2	-33	17	-6	44	85	122	-148	-107	-83	-37	-2	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	-94	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped
anolis_carolinensis	Anolis carolinensis	boundary_absent_or_unmapped	-8	13	-19	37	2	-46	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	3	boundary_absent_or_unmapped	43	84	121	-149	-108	-84	-38	-3	-7	boundary_absent_or_unmapped	-95	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped
alligator_mississippiensis	Alligator mississippiensis	boundary_absent_or_unmapped	-8	17	-19	37	2	-46	4	boundary_absent_or_unmapped	44	85	122	-148	-107	-83	-37	-2	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	-7	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped	boundary_absent_or_unmapped
