gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	502	778	1.1E-98	T	04-08-2026	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	163	271	1.6E-32	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	63	151	8.4E-19	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	458	587	6.8E-44	T	04-08-2026	-	-	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	588	783	7.5E-67	T	04-08-2026	-	-	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	ProSiteProfiles	PS50835	Ig-like domain profile.	175	268	11.315378	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	492	778	1.11E-81	T	04-08-2026	IPR011009	Protein kinase-like domain superfamily	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	ProSiteProfiles	PS50835	Ig-like domain profile.	277	379	10.0086	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	Pfam	PF13927	Immunoglobulin domain	67	131	2.3E-4	T	04-08-2026	-	-	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	Pfam	PF13927	Immunoglobulin domain	286	367	1.8E-6	T	04-08-2026	-	-	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	ProSiteProfiles	PS50835	Ig-like domain profile.	61	147	9.137415	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	SMART	SM00219	tyrkin_6	502	778	0.0	T	04-08-2026	IPR020635	Tyrosine-protein kinase, catalytic domain	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	SUPERFAMILY	SSF48726	Immunoglobulin	67	149	7.67E-15	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	272	386	1.0E-30	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	SUPERFAMILY	SSF48726	Immunoglobulin	277	380	3.54E-21	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	SMART	SM00408	igc2_5	75	136	4.7E-11	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	SMART	SM00408	igc2_5	191	259	2.7E-13	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	SMART	SM00408	igc2_5	290	370	9.5E-7	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	SMART	SM00409	IG_3c	185	270	1.1E-7	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	SMART	SM00409	IG_3c	284	381	2.8E-14	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	SMART	SM00409	IG_3c	69	147	4.7E-8	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	SUPERFAMILY	SSF48726	Immunoglobulin	188	271	2.65E-20	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-
gallus_gallus|ncbi|IIIc|NP_990650.2	489f352df036304959f52c6c76615468	842	ProSiteProfiles	PS50011	Protein kinase domain profile.	502	791	42.463497	T	04-08-2026	IPR000719	Protein kinase domain	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	567	762	6.0E-67	T	04-08-2026	-	-	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	SMART	SM00409	IG_3c	263	360	1.8E-13	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	SMART	SM00409	IG_3c	164	249	3.9E-8	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	SMART	SM00409	IG_3c	47	125	1.8E-9	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	SMART	SM00408	igc2_5	170	238	8.3E-13	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	SMART	SM00408	igc2_5	53	114	2.7E-12	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	SMART	SM00408	igc2_5	269	349	8.7E-7	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	ProSiteProfiles	PS50835	Ig-like domain profile.	256	358	10.026751	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	471	757	9.58E-82	T	04-08-2026	IPR011009	Protein kinase-like domain superfamily	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	481	757	5.9E-99	T	04-08-2026	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	ProSiteProfiles	PS50835	Ig-like domain profile.	39	125	8.484026	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	437	566	4.1E-44	T	04-08-2026	-	-	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	SUPERFAMILY	SSF48726	Immunoglobulin	44	127	5.99E-14	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	SUPERFAMILY	SSF48726	Immunoglobulin	256	359	8.63E-21	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	ProSiteProfiles	PS50835	Ig-like domain profile.	154	247	11.351679	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	41	129	2.4E-19	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	Pfam	PF13927	Immunoglobulin domain	266	346	1.5E-6	T	04-08-2026	-	-	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	Pfam	PF13927	Immunoglobulin domain	45	110	2.1E-4	T	04-08-2026	-	-	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	Pfam	PF07679	Immunoglobulin I-set domain	171	248	1.4E-11	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	SUPERFAMILY	SSF48726	Immunoglobulin	167	250	4.6E-20	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	SMART	SM00219	tyrkin_6	481	757	0.0	T	04-08-2026	IPR020635	Tyrosine-protein kinase, catalytic domain	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	140	250	2.0E-34	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	ProSiteProfiles	PS50011	Protein kinase domain profile.	481	770	42.350422	T	04-08-2026	IPR000719	Protein kinase domain	-	-
homo_sapiens|ensembl|IIIc|ENSP00000351276	8278583234a3eda2a192d8bb50e1fab8	821	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	251	362	1.4E-30	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	567	762	6.0E-67	T	04-08-2026	-	-	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	SMART	SM00409	IG_3c	263	360	1.8E-13	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	SMART	SM00409	IG_3c	164	249	3.9E-8	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	SMART	SM00409	IG_3c	47	125	1.8E-9	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	SMART	SM00408	igc2_5	170	238	8.3E-13	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	SMART	SM00408	igc2_5	53	114	2.7E-12	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	SMART	SM00408	igc2_5	269	349	8.7E-7	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	ProSiteProfiles	PS50835	Ig-like domain profile.	256	358	10.026751	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	471	757	9.58E-82	T	04-08-2026	IPR011009	Protein kinase-like domain superfamily	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	481	757	5.9E-99	T	04-08-2026	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	ProSiteProfiles	PS50835	Ig-like domain profile.	39	125	8.484026	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	437	566	4.1E-44	T	04-08-2026	-	-	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	SUPERFAMILY	SSF48726	Immunoglobulin	44	127	5.99E-14	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	SUPERFAMILY	SSF48726	Immunoglobulin	256	359	8.63E-21	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	ProSiteProfiles	PS50835	Ig-like domain profile.	154	247	11.351679	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	41	129	2.4E-19	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	Pfam	PF13927	Immunoglobulin domain	266	346	1.5E-6	T	04-08-2026	-	-	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	Pfam	PF13927	Immunoglobulin domain	45	110	2.1E-4	T	04-08-2026	-	-	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	Pfam	PF07679	Immunoglobulin I-set domain	171	248	1.4E-11	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	SUPERFAMILY	SSF48726	Immunoglobulin	167	250	4.6E-20	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	SMART	SM00219	tyrkin_6	481	757	0.0	T	04-08-2026	IPR020635	Tyrosine-protein kinase, catalytic domain	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	140	250	2.0E-34	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	ProSiteProfiles	PS50011	Protein kinase domain profile.	481	770	42.350422	T	04-08-2026	IPR000719	Protein kinase domain	-	-
homo_sapiens|ncbi|IIIc|NP_000132.3	8278583234a3eda2a192d8bb50e1fab8	821	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	251	362	1.4E-30	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	140	250	7.0E-34	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	40	129	1.2E-20	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	ProSiteProfiles	PS50835	Ig-like domain profile.	39	125	9.119265	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	Pfam	PF13927	Immunoglobulin domain	45	109	3.9E-5	T	04-08-2026	-	-	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	482	758	5.6E-99	T	04-08-2026	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	SUPERFAMILY	SSF48726	Immunoglobulin	167	250	8.27E-20	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	Pfam	PF07679	Immunoglobulin I-set domain	263	357	2.1E-5	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	Pfam	PF07679	Immunoglobulin I-set domain	171	248	1.6E-11	T	04-08-2026	IPR013098	Immunoglobulin I-set	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	ProSiteProfiles	PS50011	Protein kinase domain profile.	482	771	42.350422	T	04-08-2026	IPR000719	Protein kinase domain	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	ProSiteProfiles	PS50835	Ig-like domain profile.	256	356	10.117498	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	438	567	4.1E-44	T	04-08-2026	-	-	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	ProSiteProfiles	PS50835	Ig-like domain profile.	154	247	11.496876	T	04-08-2026	IPR007110	Immunoglobulin-like domain	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	472	758	8.5E-82	T	04-08-2026	IPR011009	Protein kinase-like domain superfamily	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	SMART	SM00219	tyrkin_6	482	758	0.0	T	04-08-2026	IPR020635	Tyrosine-protein kinase, catalytic domain	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	251	364	1.3E-27	T	04-08-2026	IPR013783	Immunoglobulin-like fold	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	568	763	6.4E-67	T	04-08-2026	-	-	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	SMART	SM00408	igc2_5	53	114	7.3E-13	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	SMART	SM00408	igc2_5	269	347	2.1E-4	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	SMART	SM00408	igc2_5	170	238	5.2E-13	T	04-08-2026	IPR003598	Immunoglobulin subtype 2	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	SUPERFAMILY	SSF48726	Immunoglobulin	256	357	2.4E-17	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	SUPERFAMILY	SSF48726	Immunoglobulin	39	124	8.11E-15	T	04-08-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	SMART	SM00409	IG_3c	263	358	1.3E-11	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	SMART	SM00409	IG_3c	164	249	5.9E-8	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-
mus_musculus|ensembl|IIIb|ENSMUSP00000113180	ff1488ed7ab1eeab2a2cd44c8fe373b8	822	SMART	SM00409	IG_3c	47	125	3.9E-10	T	04-08-2026	IPR003599	Immunoglobulin domain subtype	-	-
