species	isoform	final_isoform_label	transcript_id	protein_id	protein_length	boundary_type	boundary_label	boundary_aa	nearest_domain_label	nearest_domain_class	nearest_domain_start_aa	nearest_domain_end_aa	nearest_domain_boundary_type	distance_to_nearest_domain_boundary	boundary_class	architecture_qc_status	exon_block_display_status	source_coordinate_status	notes
alligator_mississippiensis	IIIb	IIIb	XM_059730070.1	XP_059586053.1	869	coding_exon_start	exon 15 (CDS15)	707	kinase	kinase	459	792	end	85	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
alligator_mississippiensis	IIIb	IIIb	XM_059730070.1	XP_059586053.1	869	coding_exon_end	exon 15 (CDS15)	753	kinase	kinase	459	792	end	39	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
alligator_mississippiensis	IIIb	IIIb	XM_059730070.1	XP_059586053.1	869	coding_exon_start	exon 16 (CDS16)	753	kinase	kinase	459	792	end	39	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
alligator_mississippiensis	IIIb	IIIb	XM_059730070.1	XP_059586053.1	869	coding_exon_end	exon 16 (CDS16)	788	kinase	kinase	459	792	end	4	near_domain_boundary	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
alligator_mississippiensis	IIIb	IIIb	XM_059730070.1	XP_059586053.1	869	coding_exon_start	exon 17 (CDS17)	789	kinase	kinase	459	792	end	3	aligned_to_domain_boundary	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
alligator_mississippiensis	IIIb	IIIb	XM_059730070.1	XP_059586053.1	869	coding_exon_end	exon 17 (CDS17)	814	kinase	kinase	459	792	end	22	between_domains	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
alligator_mississippiensis	IIIb	IIIb	XM_059730070.1	XP_059586053.1	869	coding_exon_start	exon 18 (CDS18)	814	kinase	kinase	459	792	end	22	between_domains	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
alligator_mississippiensis	IIIb	IIIb	XM_059730070.1	XP_059586053.1	869	coding_exon_end	exon 18 (CDS18)	869	kinase	kinase	459	792	end	77	between_domains	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	cassette_start	exon 7 (IIIc cassette)	335	Ig3	Ig-like	284	380	end	45	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	cassette boundary (primary thesis metric)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	cassette_end	exon 7 (IIIc cassette)	384	Ig3	Ig-like	284	380	end	4	near_domain_boundary	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	cassette boundary (primary thesis metric)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 1 (CDS1)	1	Ig1	Ig-like	67	131	start	66	between_domains	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 1 (CDS1)	59	Ig1	Ig-like	67	131	start	8	near_domain_boundary	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 2 (CDS2)	59	Ig1	Ig-like	67	131	start	8	near_domain_boundary	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 2 (CDS2)	148	Ig1	Ig-like	67	131	end	17	between_domains	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 3 (CDS3)	148	Ig1	Ig-like	67	131	end	17	between_domains	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 3 (CDS3)	173	Ig2	Ig-like	192	269	start	19	between_domains	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 4 (CDS4)	173	Ig2	Ig-like	192	269	start	19	between_domains	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 4 (CDS4)	229	Ig2	Ig-like	192	269	start	37	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 5 (CDS5)	230	Ig2	Ig-like	192	269	start	38	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 5 (CDS5)	271	Ig2	Ig-like	192	269	end	2	aligned_to_domain_boundary	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 6 (CDS6)	271	Ig2	Ig-like	192	269	end	2	aligned_to_domain_boundary	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 6 (CDS6)	334	Ig3	Ig-like	284	380	end	46	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 8 (CDS8)	384	Ig3	Ig-like	284	380	end	4	near_domain_boundary	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 8 (CDS8)	451	kinase	kinase	458	791	start	7	near_domain_boundary	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 9 (CDS9)	452	kinase	kinase	458	791	start	6	near_domain_boundary	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 9 (CDS9)	502	kinase	kinase	458	791	start	44	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 10 (CDS10)	502	kinase	kinase	458	791	start	44	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 10 (CDS10)	543	kinase	kinase	458	791	start	85	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 11 (CDS11)	543	kinase	kinase	458	791	start	85	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 11 (CDS11)	580	kinase	kinase	458	791	start	122	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 12 (CDS12)	580	kinase	kinase	458	791	start	122	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 12 (CDS12)	643	kinase	kinase	458	791	end	148	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 13 (CDS13)	644	kinase	kinase	458	791	end	147	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 13 (CDS13)	684	kinase	kinase	458	791	end	107	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 14 (CDS14)	685	kinase	kinase	458	791	end	106	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 14 (CDS14)	708	kinase	kinase	458	791	end	83	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 15 (CDS15)	708	kinase	kinase	458	791	end	83	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 15 (CDS15)	754	kinase	kinase	458	791	end	37	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 16 (CDS16)	754	kinase	kinase	458	791	end	37	within_domain	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 16 (CDS16)	789	kinase	kinase	458	791	end	2	aligned_to_domain_boundary	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 17 (CDS17)	790	kinase	kinase	458	791	end	1	aligned_to_domain_boundary	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 17 (CDS17)	815	kinase	kinase	458	791	end	24	between_domains	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_start	exon 18 (CDS18)	815	kinase	kinase	458	791	end	24	between_domains	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
alligator_mississippiensis	IIIc	IIIc	XM_006266126.4	XP_006266188.1	868	coding_exon_end	exon 18 (CDS18)	868	kinase	kinase	458	791	end	77	between_domains	architecture_supported	minor_length_clamped	clamp_to_protein_length_with_minor_flag	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	cassette_start	exon 7 (IIIb cassette)	332	Ig3	Ig-like	281	375	end	43	within_domain	architecture_supported	figure3C_native	keep	cassette boundary (primary thesis metric)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	cassette_end	exon 7 (IIIb cassette)	380	Ig3	Ig-like	281	375	end	5	near_domain_boundary	architecture_supported	figure3C_native	keep	cassette boundary (primary thesis metric)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 1 (CDS1)	1	Ig1	Ig-like	58	144	start	57	between_domains	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 1 (CDS1)	56	Ig1	Ig-like	58	144	start	2	aligned_to_domain_boundary	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 2 (CDS2)	56	Ig1	Ig-like	58	144	start	2	aligned_to_domain_boundary	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 2 (CDS2)	145	Ig1	Ig-like	58	144	end	1	aligned_to_domain_boundary	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 3 (CDS3)	145	Ig1	Ig-like	58	144	end	1	aligned_to_domain_boundary	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 3 (CDS3)	170	Ig2	Ig-like	189	266	start	19	between_domains	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 4 (CDS4)	170	Ig2	Ig-like	189	266	start	19	between_domains	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 4 (CDS4)	226	Ig2	Ig-like	189	266	start	37	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 5 (CDS5)	227	Ig2	Ig-like	189	266	start	38	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 5 (CDS5)	268	Ig2	Ig-like	189	266	end	2	aligned_to_domain_boundary	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 6 (CDS6)	268	Ig2	Ig-like	189	266	end	2	aligned_to_domain_boundary	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 6 (CDS6)	331	Ig3	Ig-like	281	375	end	44	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 8 (CDS8)	380	Ig3	Ig-like	281	375	end	5	near_domain_boundary	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 8 (CDS8)	447	kinase	kinase	456	789	start	9	near_domain_boundary	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 9 (CDS9)	447	kinase	kinase	456	789	start	9	near_domain_boundary	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 9 (CDS9)	497	kinase	kinase	456	789	start	41	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 10 (CDS10)	497	kinase	kinase	456	789	start	41	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 10 (CDS10)	538	kinase	kinase	456	789	start	82	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 11 (CDS11)	538	kinase	kinase	456	789	start	82	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 11 (CDS11)	575	kinase	kinase	456	789	start	119	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 12 (CDS12)	575	kinase	kinase	456	789	start	119	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 12 (CDS12)	638	kinase	kinase	456	789	end	151	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 13 (CDS13)	639	kinase	kinase	456	789	end	150	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 13 (CDS13)	679	kinase	kinase	456	789	end	110	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 14 (CDS14)	680	kinase	kinase	456	789	end	109	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 14 (CDS14)	703	kinase	kinase	456	789	end	86	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 15 (CDS15)	703	kinase	kinase	456	789	end	86	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 15 (CDS15)	749	kinase	kinase	456	789	end	40	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 16 (CDS16)	749	kinase	kinase	456	789	end	40	within_domain	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 16 (CDS16)	784	kinase	kinase	456	789	end	5	near_domain_boundary	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_start	exon 17 (CDS17)	785	kinase	kinase	456	789	end	4	near_domain_boundary	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIb	IIIb	XM_069611953.1	XP_069468054.1	840	coding_exon_end	exon 17 (CDS17)	839	kinase	kinase	456	789	end	50	between_domains	architecture_supported	figure3C_native	keep	coding-exon boundary (context)
ambystoma_mexicanum	IIIc	IIIc	XM_069611955.1	XP_069468056.1	838	cassette_start	exon 7 (CDS7)	332	Ig3	Ig-like	281	377	end	45	within_domain	architecture_supported	native_exon_blocks_reconstructed	reconstruct_from_native_cds	cassette boundary (primary thesis metric)
ambystoma_mexicanum	IIIc	IIIc	XM_069611955.1	XP_069468056.1	838	cassette_end	exon 7 (CDS7)	380	Ig3	Ig-like	281	377	end	3	aligned_to_domain_boundary	architecture_supported	native_exon_blocks_reconstructed	reconstruct_from_native_cds	cassette boundary (primary thesis metric)
ambystoma_mexicanum	IIIc	IIIc	XM_069611955.1	XP_069468056.1	838	coding_exon_start	exon 1 (CDS1)	1	Ig1	Ig-like	58	144	start	57	between_domains	architecture_supported	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
ambystoma_mexicanum	IIIc	IIIc	XM_069611955.1	XP_069468056.1	838	coding_exon_end	exon 1 (CDS1)	56	Ig1	Ig-like	58	144	start	2	aligned_to_domain_boundary	architecture_supported	native_exon_blocks_reconstructed	reconstruct_from_native_cds	coding-exon boundary (context)
